Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Gamification for Improving Software Project Management Processes: A Systematic Literature Review","Trends and Applications in Software Engineering","","","","10.1007/978-3-030-01171-0_4","Liliana Machuca-VillegasGloria Piedad Gasca-Hurtado","2019","http://link.springer.com/chapter/10.1007/978-3-030-01171-0_4","Chapter"
"Securing Shared Systems","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-319-46771-9_26","Mandy LiWilly SusiloJoseph Tonien","2016","http://link.springer.com/chapter/10.1007/978-3-319-46771-9_26","Chapter"
"Lean-Led, Evidence-Based and Integrated Design: Toward a Collaborative Briefing Process","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_11","Daniel ForguesMaude BrunetHafsa Chbaly","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_11","Chapter"
"Towards AR/VR Maturity Model Adapted to the Building Information Modeling","Product Lifecycle Management Enabling Smart X","","","","10.1007/978-3-030-62807-9_59","Ahlem AssilaDjaoued BeladjineMourad Messaadia","2020","http://link.springer.com/chapter/10.1007/978-3-030-62807-9_59","Chapter"
"Multidisciplinary Interface Modelling: A Case Study on the Design of 3D Measurement System","Product Lifecycle Management in the Era of Internet of Things","","","","10.1007/978-3-319-33111-9_78","Chen ZhengJulien Le DuigouMatthieu BricognePeter HehenbergerBenoît Eynard","2016","http://link.springer.com/chapter/10.1007/978-3-319-33111-9_78","Chapter"
"Sketching by Cross-Surface Collaboration","Information Technology and Systems","","","","10.1007/978-3-030-11890-7_38","Jorge Luis Pérez-MedinaJean Vanderdonckt","2019","http://link.springer.com/chapter/10.1007/978-3-030-11890-7_38","Chapter"
"An Observational Study of Simultaneous and Sequential Interactions in Co-located Collaboration","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-67687-6_12","Shuo NiuD. Scott McCrickardSteve Harrison","2017","http://link.springer.com/chapter/10.1007/978-3-319-67687-6_12","Chapter"
"Collaborative Requirement Prioritization for an E-Recruitment Platform for Qualified but Disadvantaged Individuals","Knowledge, Information and Creativity Support Systems","","","","10.1007/978-3-319-27478-2_42","Ahmet SuerdemBasar Oztaysi","2016","http://link.springer.com/chapter/10.1007/978-3-319-27478-2_42","Chapter"
"Design Research on Storage Space Product Service System for Automobile Passenger Transport","Advances in Physical Ergonomics and Human Factors","","","","10.1007/978-3-030-20142-5_26","Wanqiang LiHong HuJie Zhou","2020","http://link.springer.com/chapter/10.1007/978-3-030-20142-5_26","Chapter"
"Meaning Negotiation","Proceedings of the 8th International Conference on Sciences of Electronics, Technologies of Information and Telecommunications (SETIT’18), Vol.1","","","","10.1007/978-3-030-21005-2_1","Dalila Djoher GrabaNabil KeskesDjamel Amar Bensaber","2020","http://link.springer.com/chapter/10.1007/978-3-030-21005-2_1","Chapter"
"ActiveAdvice: A Multi-stakeholder Perspective to Understand Functional Requirements of an Online Advice Platform for AAL Products and Services","Information and Communication Technologies for Ageing Well and e-Health","","","","10.1007/978-3-319-93644-4_9","Soraia TelesAndrea Ch. KoflerPaul SchmitterStefan RuscherConstança PaúlDiotima Bertel","2018","http://link.springer.com/chapter/10.1007/978-3-319-93644-4_9","Chapter"
"Strategies and Design Principles to Minimize Negative Side-Effects of Digital Motivation on Teamwork","Persuasive Technology: Development and Implementation of Personalized Technologies to Change Attitudes and Behaviors","","","","10.1007/978-3-319-55134-0_21","Abdullah AlgashamiAlimohammad ShahriJohn McAlaneyJacqui TaylorKeith PhalpRaian Ali","2017","http://link.springer.com/chapter/10.1007/978-3-319-55134-0_21","Chapter"
"An Adaptation Framework for Turning Real Life Events into Games: The Design Process of the Refugee Game","Interactivity, Game Creation, Design, Learning, and Innovation","","","","10.1007/978-3-319-55834-9_28","Sacha Kjærhus TherkildsenNanna Cassøe BunkenborgLasse Juel Larsen","2017","http://link.springer.com/chapter/10.1007/978-3-319-55834-9_28","Chapter"
"UX Professionals’ Definitions of Usability and UX – A Comparison Between Turkey, Finland, Denmark, France and Malaysia","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-68059-0_14","Dorina RajanenTorkil ClemmensenNetta IivariYavuz InalKerem RızvanoğluAshok SivajiAmélie Roche","2017","http://link.springer.com/chapter/10.1007/978-3-319-68059-0_14","Chapter"
"Mobile Technology for Older Adults: Protector, Motivator or Threat?","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-39943-0_41","Lynne CoventryPam Briggs","2016","http://link.springer.com/chapter/10.1007/978-3-319-39943-0_41","Chapter"
"Training Non-designers in Co-design Methods Through an Active Assisted Living Interactive Workshop","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29384-0_10","Paula Alexandra SilvaAna Dias Daniel","2019","http://link.springer.com/chapter/10.1007/978-3-030-29384-0_10","Chapter"
"Towards an Integrated Approach to Diagnosis, Assessment and Treatment in Autism Spectrum Disorders via a Gamified TEL System","Methodologies and Intelligent Systems for Technology Enhanced Learning","","","","10.1007/978-3-319-40165-2_15","Laura TarantinoMonica MazzaMarco ValentiGiovanni De Gasperis","2016","http://link.springer.com/chapter/10.1007/978-3-319-40165-2_15","Chapter"
"Keeping It Real!","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-030-58465-8_4","Mika P. NieminenMarkus Kirjonen","2020","http://link.springer.com/chapter/10.1007/978-3-030-58465-8_4","Chapter"
"Enabling Collaboration Among Cultural Heritage Experts and Maritime Spatial Planners","Electronic Government and the Information Systems Perspective","","","","10.1007/978-3-030-58957-8_8","Lise SchrøderMarina GeorgatiHenning Sten Hansen","2020","http://link.springer.com/chapter/10.1007/978-3-030-58957-8_8","Chapter"
"User Involvement in Design: The Four Models","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-39943-0_14","Bin ZhangHua Dong","2016","http://link.springer.com/chapter/10.1007/978-3-319-39943-0_14","Chapter"
"Designing Tools that Allows Children in the Early Childhood to Program Robots","Learning and Collaboration Technologies. Technology in Education","","","","10.1007/978-3-319-58515-4_7","Kryscia Ramírez-BenavidesGustavo LópezLuis A. Guerrero","2017","http://link.springer.com/chapter/10.1007/978-3-319-58515-4_7","Chapter"
"A Landscape of Design: Interaction, Interpretation and the Development of Experimental Expressive Interfaces","Human-Computer Interaction. Theories, Methods, and Human Issues","","","","10.1007/978-3-319-91238-7_3","Alan ChamberlainMads BødkerDavid De RourePip WillcoxIain EmsleyAlessio Malizia","2018","http://link.springer.com/chapter/10.1007/978-3-319-91238-7_3","Chapter"
"Delivering Information of General Interest Through Interactive Television: A Taxonomy of Assistance Services for the Portuguese Elderly","Information and Communication Technologies for Ageing Well and e-Health","","","","10.1007/978-3-319-93644-4_10","Telmo SilvaDavid CampeloHilma CaravauJorge Ferraz de Abreu","2018","http://link.springer.com/chapter/10.1007/978-3-319-93644-4_10","Chapter"
"Sharing Community Data: Platform Collectivism for Managing Water Quality","The Interplay of Data, Technology, Place and People for Smart Learning","","","","10.1007/978-3-319-92022-1_6","John M. CarrollJordan Beck","2019","http://link.springer.com/chapter/10.1007/978-3-319-92022-1_6","Chapter"
"Exploring Sustainable HCI Research Dimensions Through the Inclusive Innovation Framework","This Changes Everything – ICT and Climate Change: What Can We Do?","","","","10.1007/978-3-319-99605-9_11","Tobias NyströmMoyen Mustaquim","2018","http://link.springer.com/chapter/10.1007/978-3-319-99605-9_11","Chapter"
"Mobile-PrivAccess: Method for Analyzing Accessibility in Mobile Applications from the Privacy Viewpoint Abiding by W3C","Universal Access in Human-Computer Interaction. Methods, Technologies, and Users","","","","10.1007/978-3-319-92049-8_2","Rachel T. ChicanelliPatricia C. de SouzaLuciana C. Lima de Faria Borges","2018","http://link.springer.com/chapter/10.1007/978-3-319-92049-8_2","Chapter"
"A Systematic Approach to Implementing Complex Problem Solving in Engineering Curriculum","The Impact of the 4th Industrial Revolution on Engineering Education","","","","10.1007/978-3-030-40274-7_86","Chia Pao LiewSiti Hawa HamzahMarlia PutehShahrin MohammadWan Hamidon Wan Badaruzzaman","2020","http://link.springer.com/chapter/10.1007/978-3-030-40274-7_86","Chapter"
"Universal Design Approaches Among Norwegian Experts","Universal Access in Human–Computer Interaction. Design and Development Approaches and Methods","","","","10.1007/978-3-319-58706-6_1","Miriam Eileen Nes Begnum","2017","http://link.springer.com/chapter/10.1007/978-3-319-58706-6_1","Chapter"
"When Universal Access Does not Go to Plan: Lessons to Be Learned","Universal Access in Human-Computer Interaction. Methods, Technologies, and Users","","","","10.1007/978-3-319-92049-8_6","Simeon Keates","2018","http://link.springer.com/chapter/10.1007/978-3-319-92049-8_6","Chapter"
"Play to Improve: Gamifying Usability Evaluations in Virtual Reality","HCI International 2020 - Late Breaking Papers: User Experience Design and Case Studies","","","","10.1007/978-3-030-60114-0_17","Abhijai MiglaniSairam KidambiPraveen Mareguddi","2020","http://link.springer.com/chapter/10.1007/978-3-030-60114-0_17","Chapter"
"Governments’ Perspective on Engaging Citizens in the Co-creation of E-Government Services: A Meta-synthesis of Qualitative Case Studies","Digital Transformation for a Sustainable Society in the 21st Century","","","","10.1007/978-3-030-29374-1_37","Anupriya KhanSatish KrishnanA. K. M. Najmul Islam","2019","http://link.springer.com/chapter/10.1007/978-3-030-29374-1_37","Chapter"
"Strategies for Smart Service Prototypes - Implications for the Requirements Elicitation in the Early Development Stages","HCI International 2020 - Late Breaking Papers: User Experience Design and Case Studies","","","","10.1007/978-3-030-60114-0_23","Tobias WienkenHeidi Krömker","2020","http://link.springer.com/chapter/10.1007/978-3-030-60114-0_23","Chapter"
"Designing Interactive Technologies for Interpretive Exhibitions: Enabling Teen Participation Through User-Driven Innovation","Human-Computer Interaction - INTERACT 2017","","","","10.1007/978-3-319-67744-6_16","Vanessa CesárioSónia MatosMarko RadetaValentina Nisi","2017","http://link.springer.com/chapter/10.1007/978-3-319-67744-6_16","Chapter"
"Lessons Learned from Evaluating an Authoring Tool for Learning Objects","Learning and Collaboration Technologies. Novel Learning Ecosystems","","","","10.1007/978-3-319-58509-3_8","André Luiz de Brandão DamascenoCarlos de Salles Soares NetoSimone Diniz Junqueira Barbosa","2017","http://link.springer.com/chapter/10.1007/978-3-319-58509-3_8","Chapter"
"Understanding the Impact of User Behaviours and Scheduling Parameters on the Effectiveness of a Terminal Appointment System Using Discrete Event Simulation","Advances in Production Management Systems. Towards Smart Production Management Systems","","","","10.1007/978-3-030-29996-5_3","Mihai NeagoeHans-Henrik HvolbyMohammad Sadegh TaskhiriPaul Turner","2019","http://link.springer.com/chapter/10.1007/978-3-030-29996-5_3","Chapter"
"A Novel Design Pipeline for Authoring Tools","Interactive Storytelling","","","","10.1007/978-3-030-62516-0_9","Daniel GreenCharlie HargoodFred Charles","2020","http://link.springer.com/chapter/10.1007/978-3-030-62516-0_9","Chapter"
"A Cross-Cultural Noticeboard for a Remote Community: Design, Deployment, and Evaluation","Human-Computer Interaction - INTERACT 2017","","","","10.1007/978-3-319-67744-6_26","Alessandro SoroMargot BreretonJennyfer Lawrence TaylorAnita Lee HongPaul Roe","2017","http://link.springer.com/chapter/10.1007/978-3-319-67744-6_26","Chapter"
"Design and Evaluation of a User-Interface for Authoring Sentences of American Sign Language Animation","Universal Access in Human-Computer Interaction. Theory, Methods and Tools","","","","10.1007/978-3-030-23560-4_19","Abhishek KannekantiSedeeq Al-khazrajiMatt Huenerfauth","2019","http://link.springer.com/chapter/10.1007/978-3-030-23560-4_19","Chapter"
"Inclusive Toys for Rehabilitation of Children with Disability: A Systematic Review","Universal Access in Human–Computer Interaction. Design and Development Approaches and Methods","","","","10.1007/978-3-319-58706-6_41","Eunice P. dos Santos NunesVicente Antônio da Conceição JúniorLucas Vinicius Giraldelli SantosMaurício Fernando L. PereiraLuciana C. L. de Faria Borges","2017","http://link.springer.com/chapter/10.1007/978-3-319-58706-6_41","Chapter"
"Design Driven Innovation for Sustainability: An Analysis of 7 Cases","HCI International 2019 – Late Breaking Posters","","","","10.1007/978-3-030-30712-7_42","Jing Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-30712-7_42","Chapter"
"Let’s DEsign for MOtivation (DEMO)","Games and Learning Alliance","","","","10.1007/978-3-319-50182-6_31","Dimitra ChasanidouAmela Karahasanovic","2016","http://link.springer.com/chapter/10.1007/978-3-319-50182-6_31","Chapter"
"A User-Centred Methodology for the Development of Computer-Based Assistive Technologies for Individuals with Autism","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_6","Raquel HervásVirginia FranciscoGonzalo MéndezSusana Bautista","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_6","Chapter"
"A Method for Analyzing Mobility Issues for People with Physical Disabilities in the Context of Developing Countries","Universal Access in Human-Computer Interaction. Methods, Technologies, and Users","","","","10.1007/978-3-319-92049-8_1","Leticia Maria de Oliveira CamenarDiego de Faria do NascimentoLeonelo Dell Anhol Almeida","2018","http://link.springer.com/chapter/10.1007/978-3-319-92049-8_1","Chapter"
"Get Realistic! - UCD Course Design and Evaluation","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_2","Marta LarusdottirVirpi RotoJan StageAndres Lucero","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_2","Chapter"
"SACHER: Smart Architecture for Cultural Heritage in Emilia Romagna","Digital Libraries and Archives","","","","10.1007/978-3-319-68130-6_12","Fabrizio Ivan ApollonioFrancesca RizzoSilvia BertacchiGiorgio Dall’OssoAndrea CorbelliCostantino Grana","2017","http://link.springer.com/chapter/10.1007/978-3-319-68130-6_12","Chapter"
"Design and Implementation of a Remote Care Application Based on Microservice Architecture","Software Technologies: Applications and Foundations","","","","10.1007/978-3-030-04771-9_41","Philip Nils WizentyFlorian RademacherJonas SorgallaSabine Sachweh","2018","http://link.springer.com/chapter/10.1007/978-3-030-04771-9_41","Chapter"
"Demystifying Ageing Bias Through Learning","Immersive Learning Research Network","","","","10.1007/978-3-319-60633-0_17","Liliana Vale CostaAna Isabel Veloso","2017","http://link.springer.com/chapter/10.1007/978-3-319-60633-0_17","Chapter"
"Perception of Tactile Symbols by Visually Impaired Older Adults","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29381-9_20","Vojtech GintnerMiroslav MacikZdenek Mikovec","2019","http://link.springer.com/chapter/10.1007/978-3-030-29381-9_20","Chapter"
"Designing for Financial Literacy: Co-design with Children in Rural Sri Lanka","Human-Computer Interaction - INTERACT 2017","","","","10.1007/978-3-319-67744-6_21","Thilina HalloluwaDhaval VyasHakim UsoofPradeepa BandaraMargot BreretonPriyantha Hewagamage","2017","http://link.springer.com/chapter/10.1007/978-3-319-67744-6_21","Chapter"
"“Thinking in Pictures?” Performance of Chinese Children with Autism on Math Learning Through Eye-Tracking Technology","Learning and Collaboration Technologies. Technology in Education","","","","10.1007/978-3-319-58515-4_17","Pinata WinotoTiffany Y. TangZeqian HuangPiao Chen","2017","http://link.springer.com/chapter/10.1007/978-3-319-58515-4_17","Chapter"
"Envisioning the Future Scenario Through Design Fiction Generating Toolkits","Cross-Cultural Design. User Experience of Products, Services, and Intelligent Environments","","","","10.1007/978-3-030-49788-0_4","Zhiyong FuLin Zhu","2020","http://link.springer.com/chapter/10.1007/978-3-030-49788-0_4","Chapter"
"Co-design for a Competency Self-assessment Chatbot and Survey in Science Education","Learning and Collaboration Technologies. Human and Technology Ecosystems","","","","10.1007/978-3-030-50506-6_2","Eva DurallEvangelos Kapros","2020","http://link.springer.com/chapter/10.1007/978-3-030-50506-6_2","Chapter"
"IT Project Management Critical Success Factors","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58817-5_51","António TrigoJoão Varajão","2020","http://link.springer.com/chapter/10.1007/978-3-030-58817-5_51","Chapter"
"Rapid Lean UX Development Through User Feedback Revelation","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-69926-4_43","Frank ElberzhagerKonstantin HollBritta KarnThomas Immich","2017","http://link.springer.com/chapter/10.1007/978-3-319-69926-4_43","Chapter"
"Investigation of Forecasting Methods of the State of Complex IT-Projects with the Use of Deep Learning Neural Networks","Lecture Notes in Computational Intelligence and Decision Making","","","","10.1007/978-3-030-26474-1_19","Viktor MorozovOlena KalnichenkoMaksym ProskurinOlga Mezentseva","2020","http://link.springer.com/chapter/10.1007/978-3-030-26474-1_19","Chapter"
"Emerging Mining Trends: Preparing Future Mining Professionals","International Conference on Emerging Trends in Engineering (ICETE)","","","","10.1007/978-3-030-24314-2_41","Laxminarayana ChikatamarlaDevulapalli Narasimha Prasad","2020","http://link.springer.com/chapter/10.1007/978-3-030-24314-2_41","Chapter"
"From Computational Thinking to Constructive Design with Simple Models","Leveraging Applications of Formal Methods, Verification and Validation. Modeling","","","","10.1007/978-3-030-03418-4_16","Tiziana Margaria","2018","http://link.springer.com/chapter/10.1007/978-3-030-03418-4_16","Chapter"
"Study on the Application of Digital Twin Technology in Complex Electronic Equipment","Proceedings of the Seventh Asia International Symposium on Mechatronics","","","","10.1007/978-981-32-9441-7_14","Changming HuWei GaoChanghong XuKecun Ben","2020","http://link.springer.com/chapter/10.1007/978-981-32-9441-7_14","Chapter"
"Modelling, Simulation, and Planning for the MoleMOD System","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-030-14984-0_1","Michaela BrejchováMiroslav KulichJan PetršLibor Přeučil","2019","http://link.springer.com/chapter/10.1007/978-3-030-14984-0_1","Chapter"
"MobilePeerDroid: A Platform for Sharing, Controlling and Coordination in Mobile Android Teams","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-319-49109-7_93","Fatos XhafaDaniel PalouSanti CaballèKeita MatsuoLeonard Barolli","2017","http://link.springer.com/chapter/10.1007/978-3-319-49109-7_93","Chapter"
"A Hardware/Software Co-design Approach for Real-Time Binocular Stereo Vision Based on ZYNQ (Short Paper)","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-12981-1_50","Yukun PanMinghua ZhuJufeng LuoYunzhou Qiu","2019","http://link.springer.com/chapter/10.1007/978-3-030-12981-1_50","Chapter"
"Designing Collaborative Games for Children Education on Sustainable Development","Intelligent Technologies for Interactive Entertainment","","","","10.1007/978-3-319-49616-0_1","Alysson Diniz Dos SantosFrancesco StradaAndrea MartinaAndrea Bottino","2017","http://link.springer.com/chapter/10.1007/978-3-319-49616-0_1","Chapter"
"The Impact of Nature Inspired Algorithms on Biomimetic Approach in Architectural and Urban Design","Biomimetic and Biohybrid Systems","","","","10.1007/978-3-319-95972-6_11","Natasha Chayaamor-Heil","2018","http://link.springer.com/chapter/10.1007/978-3-319-95972-6_11","Chapter"
"Collective Awareness Platforms and Digital Social Innovation Mediating Consensus Seeking in Problem Situations","Internet Science","","","","10.1007/978-3-319-45982-0_5","Atta BadiiFranco BagnoliBalint BalazsTommaso CastellaniDavide D’OrazioFernando FerriPatrizia GrifoniGiovanna PaciniOvidiu SerbanAdriana Valente","2016","http://link.springer.com/chapter/10.1007/978-3-319-45982-0_5","Chapter"
"Factors of Open Science Data Sharing and Reuse in the COVID-19 Crisis: A Case Study of the South Korea R&D Community","Electronic Governance and Open Society: Challenges in Eurasia","","","","10.1007/978-3-030-67238-6_20","Hanna ShmagunCharles OppenheimJangsup ShimKwang-Nam ChoiJaesoo Kim","2020","http://link.springer.com/chapter/10.1007/978-3-030-67238-6_20","Chapter"
"Information and Experience Visualization: An Analysis Approach and Decision-Making Tool for the Usability Research","Design, User Experience, and Usability. Practice and Case Studies","","","","10.1007/978-3-030-23535-2_15","Xi LyuYang Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-23535-2_15","Chapter"
"Ethics for the Digital Age: Where Are the Moral Specs?","Informatics in the Future","","","","10.1007/978-3-319-55735-9_6","Jeroen van den Hoven","2017","http://link.springer.com/chapter/10.1007/978-3-319-55735-9_6","Chapter"
"Lost Puppy: Towards a Playful Intervention for Wandering Dementia Patients","Advances in Computer Entertainment Technology","","","","10.1007/978-3-319-76270-8_7","Yacintha AaksterRobby van DeldenStefan Lentelink","2018","http://link.springer.com/chapter/10.1007/978-3-319-76270-8_7","Chapter"
"TEA - A Technology Evaluation and Adoption Influence Framework for Small and Medium Sized Enterprises","Business Information Systems Workshops","","","","10.1007/978-3-030-04849-5_38","Dominic SpalingerStella Gatziu GrivasAndre de la Harpe","2019","http://link.springer.com/chapter/10.1007/978-3-030-04849-5_38","Chapter"
"Designing Autonomous Driving HMI System: Interaction Need Insight and Design Tool Study","HCI International 2018 – Posters' Extended Abstracts","","","","10.1007/978-3-319-92285-0_58","Yinshuai ZhangChun YuYuanchu Shi","2018","http://link.springer.com/chapter/10.1007/978-3-319-92285-0_58","Chapter"
"Urban Interaction Design Supports Modular Design Practice for Urban Public Space","Cross-Cultural Design. Culture and Society","","","","10.1007/978-3-030-22580-3_18","Huan WangMing YanHan XieZhiyong Fu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22580-3_18","Chapter"
"A Review of the DesignX Discourse: Knowledge Diffusion and Integration Across Disciplines","Cross-Cultural Design. Methods, Tools and User Experience","","","","10.1007/978-3-030-22577-3_5","Jin Ma","2019","http://link.springer.com/chapter/10.1007/978-3-030-22577-3_5","Chapter"
"Feminist Technoscience as a Resource for Working with Science Practices, a Critical Approach, and Gender Equality in Swedish Higher IT Educations","This Changes Everything – ICT and Climate Change: What Can We Do?","","","","10.1007/978-3-319-99605-9_16","Johanna SefyrinPirjo ElovaaraChristina Mörtberg","2018","http://link.springer.com/chapter/10.1007/978-3-319-99605-9_16","Chapter"
"Exploring Human Nature in a Technology-Driven Society","Human-Centric Computing in a Data-Driven Society","","","","10.1007/978-3-030-62803-1_22","Kathrin Bednar","2020","http://link.springer.com/chapter/10.1007/978-3-030-62803-1_22","Chapter"
"Storytelling Research of Virtual Image Based on User Experience","Design, User Experience, and Usability. User Experience in Advanced Technological Environments","","","","10.1007/978-3-030-23541-3_33","Jing LiLing Zou","2019","http://link.springer.com/chapter/10.1007/978-3-030-23541-3_33","Chapter"
"Ontology Development Strategies in Industrial Contexts","Business Information Systems Workshops","","","","10.1007/978-3-030-04849-5_14","Vladimir TarasovUlf SeigerrothKurt Sandkuhl","2019","http://link.springer.com/chapter/10.1007/978-3-030-04849-5_14","Chapter"
"Communicative Ecologies and the Value of MyFireWatch to the Community of Kununurra","Culture, Technology, Communication. Common World, Different Futures","","","","10.1007/978-3-319-50109-3_8","Lelia GreenDonell J. Holloway","2016","http://link.springer.com/chapter/10.1007/978-3-319-50109-3_8","Chapter"
"Automatic Generation of Architecture in Context","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-030-00560-3_22","Agnieszka Mars","2018","http://link.springer.com/chapter/10.1007/978-3-030-00560-3_22","Chapter"
"Designing Entertainment for the Aging Population","Entertainment Computing – ICEC 2018","","","","10.1007/978-3-319-99426-0_42","Paula Alexandra SilvaMasood Masoodian","2018","http://link.springer.com/chapter/10.1007/978-3-319-99426-0_42","Chapter"
"Embracing Diversity: A Raising Awareness MOOC Experience","Digital Education: At the MOOC Crossroads Where the Interests of Academia and Business Converge","","","","10.1007/978-3-030-19875-6_20","Susanna SancassaniValeria BaudoNicoletta Trentinaglia","2019","http://link.springer.com/chapter/10.1007/978-3-030-19875-6_20","Chapter"
"Enterprise Engineering in Business Information Security","Advances in Enterprise Engineering XII","","","","10.1007/978-3-030-06097-8_6","Yuri BobbertHans Mulder","2019","http://link.springer.com/chapter/10.1007/978-3-030-06097-8_6","Chapter"
"Research on Ontology-Based Knowledge Modeling of Design for Complex Product","Computational Intelligence and Intelligent Systems","","","","10.1007/978-981-10-0356-1_69","Xiaoyan LuoYu ZhouBin LiuYouyuan Wang","2016","http://link.springer.com/chapter/10.1007/978-981-10-0356-1_69","Chapter"
"An iTV Prototype for Content Unification","Entertainment Computing – ICEC 2018","","","","10.1007/978-3-319-99426-0_32","Jorge AbreuPedro AlmeidaAna VelhinhoSílvia FernandesRafael Guedes","2018","http://link.springer.com/chapter/10.1007/978-3-319-99426-0_32","Chapter"
"A Mobile App Supporting Exercise Adherence for People with Parkinson’s Disease","Computers Helping People with Special Needs","","","","10.1007/978-3-319-94274-2_67","Kristoffer UpsahlAnnette VistvenAstrid BerglandWeiqin Chen","2018","http://link.springer.com/chapter/10.1007/978-3-319-94274-2_67","Chapter"
"A Case of Career Consultancy in STEM for Youths","Data Driven Approaches in Digital Education","","","","10.1007/978-3-319-66610-5_65","Anna MavroudiMonica Divitini","2017","http://link.springer.com/chapter/10.1007/978-3-319-66610-5_65","Chapter"
"Expectation and Experience: Passenger Acceptance of Autonomous Public Transportation Vehicles","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-68059-0_30","Grace EdenBenjamin NanchenRandolf RamseyerFlorian Evéquoz","2017","http://link.springer.com/chapter/10.1007/978-3-319-68059-0_30","Chapter"
"Communicating Panoramic 360 Degree Immersed Experiences: A Simple Technique for Sketching in 3D","Universal Access in Human-Computer Interaction. Interaction Techniques and Environments","","","","10.1007/978-3-319-40244-4_33","Frode Eika Sandnes","2016","http://link.springer.com/chapter/10.1007/978-3-319-40244-4_33","Chapter"
"Designing Learning Experiences Outside of Classrooms with a Location-Based Game Avastusrada","Data Driven Approaches in Digital Education","","","","10.1007/978-3-319-66610-5_75","Terje VäljatagaUlla MoksAnne TiitsTobias LeyMihkel KangurJaanus Terasmaa","2017","http://link.springer.com/chapter/10.1007/978-3-319-66610-5_75","Chapter"
"Systemic Analysis of Bioclimatic Design of Low-Income State-Led Housing Program “Socio Vivienda” at Guayaquil, Ecuador","Human Systems Engineering and Design","","","","10.1007/978-3-030-02053-8_99","Santiago DickJesús Rafael Hechavarría HernándezBoris Forero","2019","http://link.springer.com/chapter/10.1007/978-3-030-02053-8_99","Chapter"
"Introduction to Service Design for Digital Health","Human-Computer Interaction – INTERACT 2017","","","","10.1007/978-3-319-68059-0_38","Ashley ColleyHenna Marttila","2017","http://link.springer.com/chapter/10.1007/978-3-319-68059-0_38","Chapter"
"Lesson Observation Data in Learning Analytics Datasets: Observata","Data Driven Approaches in Digital Education","","","","10.1007/978-3-319-66610-5_50","Maka EradzeMart Laanpere","2017","http://link.springer.com/chapter/10.1007/978-3-319-66610-5_50","Chapter"
"The Implicit Pedagogy of Teachers’ Design Patterns","Data Driven Approaches in Digital Education","","","","10.1007/978-3-319-66610-5_68","Elisabeth RolfOla KnutssonRobert Ramberg","2017","http://link.springer.com/chapter/10.1007/978-3-319-66610-5_68","Chapter"
"Transforming Meta-design from Paradigm to Working Theory","End-User Development","","","","10.1007/978-3-030-24781-2_18","Daniel Tetteroo","2019","http://link.springer.com/chapter/10.1007/978-3-030-24781-2_18","Chapter"
"User Experience Design Methodology for Optimizing Kids’ Toy Customization Platform Architecture: A Case Study","HCI International 2019 - Posters","","","","10.1007/978-3-030-23522-2_46","Xiang LiXuelian Song","2019","http://link.springer.com/chapter/10.1007/978-3-030-23522-2_46","Chapter"
"A Prototype Immersive, Multi-user 3D Virtual Learning Environment for Individuals with Autism to Learn Social and Life Skills: A Virtuoso DBR Update","Immersive Learning Research Network","","","","10.1007/978-3-319-60633-0_15","Matthew SchmidtDennis BeckNoah GlaserCarla Schmidt","2017","http://link.springer.com/chapter/10.1007/978-3-319-60633-0_15","Chapter"
"User Experiences and Wellbeing at Work","Human-Computer Interaction – INTERACT 2019","","","","10.1007/978-3-030-29390-1_75","Ganesh BhutkarVirpi RotoTorkil ClemmensenBarbara Rita BarricelliJose Abdelnour-NoceraAlexander MeschtscherjakovArminda Guerra LopesPedro CamposFrederica Gonçalves","2019","http://link.springer.com/chapter/10.1007/978-3-030-29390-1_75","Chapter"
