Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Folksonomy-Based Collaborative Tagging System for Classifying Visualized Information in Design Practice","Human Interface and the Management of Information. Methods, Techniques and Tools in Information Design","","","","10.1007/978-3-540-73345-4_34","Hyun-oh JungMin-shik SonKun-pyo Lee","2007","http://link.springer.com/chapter/10.1007/978-3-540-73345-4_34","Chapter"
"Agent-Based Collaborative System and Case-Based Conflict Resolution Process in Preliminary Ship Design","AI 2008: Advances in Artificial Intelligence","","","","10.1007/978-3-540-89378-3_62","Kyung Ho LeeJae Joon LeeYoung Soo HanJung Min LeeByung Hak Lee","2008","http://link.springer.com/chapter/10.1007/978-3-540-89378-3_62","Chapter"
"Deployment of Knowledge Management in a PLM Environment: A Software Integrator Case Study","Product Lifecycle Management for Society","","","","10.1007/978-3-642-41501-2_31","Sébastien NilaFrédéric SegondsNicolas MaranzanaDorothée Crepe","2013","http://link.springer.com/chapter/10.1007/978-3-642-41501-2_31","Chapter"
"Dynamic “Participative Rules” in Serious Games, New Ways for Evaluation?","Social Informatics","","","","10.1007/978-3-642-35386-4_16","Jean-Pierre CahierNour El MawasAurélien Bénel","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_16","Chapter"
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts","Artificial Intelligence in Education","","","","10.1007/978-3-319-19773-9_105","Roger NkambouClauvice KenfackSerge RobertJanie Brisson","2015","http://link.springer.com/chapter/10.1007/978-3-319-19773-9_105","Chapter"
"Collaborative Architecture Based on Web-Services","Collaborative Product and Service Life Cycle Management for a Sustainable World","","","","10.1007/978-1-84800-972-1_6","Olivier KuhnMoisées Lima DutraParisa GhodousThomas DuschPierre Collet","2008","http://link.springer.com/chapter/10.1007/978-1-84800-972-1_6","Chapter"
"Towards an Integrated Assembly Process Decomposition and Modular Equipment Configuration","Precision Assembly Technologies for Mini and Micro Products","","","","10.1007/0-387-31277-3_21","Niels LohseChristian SchäferSvetan Ratchev","2006","http://link.springer.com/chapter/10.1007/0-387-31277-3_21","Chapter"
"Automated Multi-agent Negotiation Framework for the Construction Domain","Distributed Computing and Artificial Intelligence, 12th International Conference","","","","10.1007/978-3-319-19638-1_23","Moamin A. MahmoudMohd Sharifuddin AhmadMohd Zaliman M. YusoffArazi Idrus","2015","http://link.springer.com/chapter/10.1007/978-3-319-19638-1_23","Chapter"
"Creative Design: Exploring Value Propositions with Urban Nepalese Children","Advances in Computer Entertainment","","","","10.1007/978-3-642-34292-9_36","Alissa N. AntleAllen Bevans","2012","http://link.springer.com/chapter/10.1007/978-3-642-34292-9_36","Chapter"
"Betaville – A Massively Participatory Mirror World Game","Serious Games Development and Applications","","","","10.1007/978-3-642-33687-4_14","Martin KoplinCarl Skelton","2012","http://link.springer.com/chapter/10.1007/978-3-642-33687-4_14","Chapter"
"Diverse Ecologies – Interdisciplinary Development for Cultural Education","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40498-6_43","Michael HeidtKalja KanellopoulosLinda PfeifferPaul Rosenthal","2013","http://link.springer.com/chapter/10.1007/978-3-642-40498-6_43","Chapter"
"Towards an Intelligent CAD Models Sharing Based on Semantic Web Technologies","Collaborative Product and Service Life Cycle Management for a Sustainable World","","","","10.1007/978-1-84800-972-1_18","Samer Abdul-GhafourParisa GhodousBehzad ShariatEliane Perna","2008","http://link.springer.com/chapter/10.1007/978-1-84800-972-1_18","Chapter"
"Applying Semiotic Analysis to the Design and Modeling of Distributed Multimedia Systems","Computer Supported Cooperative Work in Design I","","","","10.1007/11568421_44","Mangtang ChanKecheng Liu","2005","http://link.springer.com/chapter/10.1007/11568421_44","Chapter"
"A Unified Bill of Material Based on STEP/XML","Computer Supported Cooperative Work in Design III","","","","10.1007/978-3-540-72863-4_28","Shifan ZhuDongmei ChengKai XueXiaohua Zhang","2007","http://link.springer.com/chapter/10.1007/978-3-540-72863-4_28","Chapter"
"New Perspectives of Virtual Teams’ Collaboration","Virtual and Networked Organizations, Emergent Technologies and Tools","","","","10.1007/978-3-642-31800-9_19","Cosmina AldeaAnca DraghiciGeorge Dragoi","2012","http://link.springer.com/chapter/10.1007/978-3-642-31800-9_19","Chapter"
"AffinityTable - A Hybrid Surface for Supporting Affinity Diagramming","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23765-2_33","Florian GeyerUlrike PfeilJochen BudzinskiAnita HöchtlHarald Reiterer","2011","http://link.springer.com/chapter/10.1007/978-3-642-23765-2_33","Chapter"
"Co-construction of Meaning via a Collaborative Action Research Approach","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-319-24132-6_26","Samia Ben RajebPierre Leclercq","2015","http://link.springer.com/chapter/10.1007/978-3-319-24132-6_26","Chapter"
"UbiComp Applications for Assisting Visually Impaired People Live an Independent Life: A Participatory Conceptualization Design Phase","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_26","Anna Leda LiakopoulouIrene Mavrommati","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_26","Chapter"
"Utilizing a High Definition Live Video Platform to Facilitate Public Service Delivery","Artificial Intelligence Applications and Innovations","","","","10.1007/978-3-642-33412-2_30","Vishanth WeerakkodyRamzi El-HaddadehIoannis P. ChochliourosDonal Morris","2012","http://link.springer.com/chapter/10.1007/978-3-642-33412-2_30","Chapter"
"IdeaTracker: An Interactive Visualization Supporting Collaboration and Consensus Building in Online Interface Design Discussions","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23774-4_23","Roshanak Zilouchian MoghaddamBrian P. BaileyChristina Poon","2011","http://link.springer.com/chapter/10.1007/978-3-642-23774-4_23","Chapter"
"SMART: Design and Evaluation of a Collaborative Museum Visiting Application","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-319-24132-6_7","Weidong HuangBridgette KaminskiJing LuoXiaodi HuangJingwei LiAaron RossJason WrightDohyung An","2015","http://link.springer.com/chapter/10.1007/978-3-319-24132-6_7","Chapter"
"Experience-Driven Design of Ambiences for Future Pop Up Workspaces","Ambient Intelligence","","","","10.1007/978-3-319-26005-1_20","Aino AhtinenJenni PoutanenMaiju VuolleKaisa VäänänenSanna Peltoniemi","2015","http://link.springer.com/chapter/10.1007/978-3-319-26005-1_20","Chapter"
"Controlling the Home","Human-Computer Interaction: Interaction Technologies","","","","10.1007/978-3-319-20916-6_66","Martin EskerudAnders SkaalsveenCaroline Sofie OlsenHarald Holone","2015","http://link.springer.com/chapter/10.1007/978-3-319-20916-6_66","Chapter"
"Playful Probing: Making Probing More Fun","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74796-3_60","Regina BernhauptAstrid WeissMarianna ObristManfred Tscheligi","2007","http://link.springer.com/chapter/10.1007/978-3-540-74796-3_60","Chapter"
"Designing the Competence-Driven Teacher Accreditation","Advances in Web-Based Learning - ICWL 2011","","","","10.1007/978-3-642-25813-8_14","Kairit TammetsKai PataMart LaanpereVladimir TombergDragan GaševićMelody Siadaty","2011","http://link.springer.com/chapter/10.1007/978-3-642-25813-8_14","Chapter"
"Children Ideation Workshop","Advances in Computer Entertainment","","","","10.1007/978-3-319-03161-3_61","Christiane Moser","2013","http://link.springer.com/chapter/10.1007/978-3-319-03161-3_61","Chapter"
"Providing Varying Degrees of Guidance for Work-Integrated Learning","Sustaining TEL: From Innovation to Learning and Practice","","","","10.1007/978-3-642-16020-2_15","Stefanie LindstaedtBarbara KumpGünter BehamViktoria PammerTobias LeyAmir DotanRobert de Hoog","2010","http://link.springer.com/chapter/10.1007/978-3-642-16020-2_15","Chapter"
"Interfacing Video Capture, Editing and Publication in a Tangible Environment","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74800-7_1","Cati VaucelleHiroshi Ishii","2007","http://link.springer.com/chapter/10.1007/978-3-540-74800-7_1","Chapter"
"Midtown Buzz: Bridging the Gap Between Concepts and Impact in a Civic Computing Initiative","Human-Computer Interaction: Users and Contexts","","","","10.1007/978-3-319-21006-3_30","Maribeth GandyLaurie Dean BairdLaura M. LevyAmy J. LambethElizabeth MynattRuss ClarkMatt Sanders","2015","http://link.springer.com/chapter/10.1007/978-3-319-21006-3_30","Chapter"
"Enhancing State-Space Tree Diagrams for Collaborative Problem Solving","Diagrammatic Representation and Inference","","","","10.1007/978-3-540-87730-1_16","Steven L. Tanimoto","2008","http://link.springer.com/chapter/10.1007/978-3-540-87730-1_16","Chapter"
"Sustainability Awareness and Expertise: Structuring the Cognitive Processes for Solving Wicked Problems and Achieving an Adaptive-State","Sustainable Cities and Military Installations","","","","10.1007/978-94-007-7161-1_5","D. S. SweetT. P. Seager Ph.D.S. TylockJ. BullockI. Linkov Ph.D.D. J. ColomboUwe Unrath","2014","http://link.springer.com/chapter/10.1007/978-94-007-7161-1_5","Chapter"
"Segmentation of Text and Non-text in On-Line Handwritten Patient Record Based on Spatio-Temporal Analysis","Artificial Intelligence in Medicine","","","","10.1007/978-3-642-02976-9_47","Rattapoom WaranusastPeter HaddawyMatthew Dailey","2009","http://link.springer.com/chapter/10.1007/978-3-642-02976-9_47","Chapter"
"Computer Assistance for Sustainable Building Design","Intelligent Computing in Engineering and Architecture","","","","10.1007/11888598_51","Hugues Rivard","2006","http://link.springer.com/chapter/10.1007/11888598_51","Chapter"
"Multi-modal Data Integration Using Graph for Collaborative Assembly Design Information Sharing and Reuse","New Trends in Applied Artificial Intelligence","","","","10.1007/978-3-540-73325-6_52","Hyung-Jae LeeKyoung-Yun KimHyung-Jeong YangSoo-Hyung KimSook-Young Choi","2007","http://link.springer.com/chapter/10.1007/978-3-540-73325-6_52","Chapter"
"Modelling and Simulating Collaborative Scenarios for Designing an Assistant Ambient System that Supports Daily Activities","Computational Collective Intelligence","","","","10.1007/978-3-319-24069-5_18","Sameh TrikiChihab HanachiMarie-Pierre GleizesPierre GlizeAlice Rouyer","2015","http://link.springer.com/chapter/10.1007/978-3-319-24069-5_18","Chapter"
"Adaptive Architecture for Collaborative Environments","Global Perspective for Competitive Enterprise, Economy and Ecology","","","","10.1007/978-1-84882-762-2_12","Youssef RoummiehParisa Ghodous","2009","http://link.springer.com/chapter/10.1007/978-1-84882-762-2_12","Chapter"
"Knowledge Based Tools to Support the Structural Design Process","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/11892960_82","Carlos ToroJorge PosadaMaite TermenónJoaquín OyarzunJuanjo Falcón","2006","http://link.springer.com/chapter/10.1007/11892960_82","Chapter"
"ENHANCED DESIGN CHECKING INVOLVING CONSTRAINTS, COLLABORATION AND ASSUMPTIONS","Design Computing and Cognition ’06","","","","10.1007/978-1-4020-5131-9_34","JANET BURGE VALERIE CROSS JAMES KIPERPEDRITO MAYNARD-ZHANGSTEPHAN CORNFORD","2006","http://link.springer.com/chapter/10.1007/978-1-4020-5131-9_34","Chapter"
"A Knowledge Dashboard for Manufacturing Industries","The Semantic Web: ESWC 2011 Workshops","","","","10.1007/978-3-642-25953-1_10","Suvodeep MazumdarAndrea VargaVita LanfranchiDaniela PetrelliFabio Ciravegna","2012","http://link.springer.com/chapter/10.1007/978-3-642-25953-1_10","Chapter"
"Intelligent Mobility Systems: Some Socio-technical Challenges and Opportunities","Communications Infrastructure. Systems and Applications in Europe","","","","10.1007/978-3-642-11284-3_15","Monika BüscherPaul CoultonChristos EfstratiouHans GellersenDrew HemmentRashid MehmoodDaniela Sangiorgi","2009","http://link.springer.com/chapter/10.1007/978-3-642-11284-3_15","Chapter"
"Many Children and Short Project Timing: How TERENCE Harmonized These Conflicting Requirements","Methodologies and Intelligent Systems for Technology Enhanced Learning","","","","10.1007/978-3-319-07698-0_9","Tania di MascioAlessandra MelonioLaura TarantinoPierpaolo Vittorini","2014","http://link.springer.com/chapter/10.1007/978-3-319-07698-0_9","Chapter"
"A Manufacturing-Environmental Model Using Bayesian Belief Networks for Assembly Design Decision Support","New Trends in Applied Artificial Intelligence","","","","10.1007/978-3-540-73325-6_37","Wooi Ping CheahKyoung-Yun KimHyung-Jeong YangSook-Young ChoiHyung-Jae Lee","2007","http://link.springer.com/chapter/10.1007/978-3-540-73325-6_37","Chapter"
"An Ontology-Based Functional Modeling Approach for Multi-agent Distributed Design on the Semantic Web","Computer Supported Cooperative Work in Design II","","","","10.1007/11686699_34","Wenyu ZhangLanfen LinJiong QiuRuofeng TongJinxiang Dong","2006","http://link.springer.com/chapter/10.1007/11686699_34","Chapter"
"Social Networking Applications: Smarter Product Design for Complex Human Behaviour Modeling","Human Centered Design","","","","10.1007/978-3-642-21753-1_53","Tareq AhramWaldemar Karwowski","2011","http://link.springer.com/chapter/10.1007/978-3-642-21753-1_53","Chapter"
"Agile Process Management in an Industrial R&D Department","S-BPM ONE - Learning by Doing - Doing by Learning","","","","10.1007/978-3-642-23471-2_17","Marco StraussSiri Lang","2011","http://link.springer.com/chapter/10.1007/978-3-642-23471-2_17","Chapter"
"Knowledge Management in a Virtual Lab Collaborative Training Project: A Mini-Formula Student Car Design","Methods and Tools for Effective Knowledge Life-Cycle-Management","","","","10.1007/978-3-540-78431-9_24","George ChryssolourisDimitris MourtzisPanagiotis StavropoulosDimitris MavrikiosJohn Pandremenos","2008","http://link.springer.com/chapter/10.1007/978-3-540-78431-9_24","Chapter"
"The Centre for Internationalization and Usability: Enabling Culture-Centred Design for All","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23768-3_114","José Abdelnour-NoceraAndy SmithJohn MooreCecilia OyugiSouleymane CamaraMalte RessinSujan ShrestaAlison Wiles","2011","http://link.springer.com/chapter/10.1007/978-3-642-23768-3_114","Chapter"
"A Review of Storyboard Tools, Concepts and Frameworks","Learning and Collaboration Technologies. Designing and Developing Novel Learning Experiences","","","","10.1007/978-3-319-07482-5_8","Nor’ain Mohd YusoffSiti Salwah Salim","2014","http://link.springer.com/chapter/10.1007/978-3-319-07482-5_8","Chapter"
"A Conflict Resolution Methodology in a Large-Scale CSCD System","Computer Supported Cooperative Work in Design II","","","","10.1007/11686699_7","Hongwei JiaWeiqing TangFei KongTao He","2006","http://link.springer.com/chapter/10.1007/11686699_7","Chapter"
"A Mobile Visual Technique to Support Civil Protection in Risk Analysis","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09153-2_56","Luca PaolinoMonica SebilloGenoveffa TortoraGiuliana VitielloMarco Romano","2014","http://link.springer.com/chapter/10.1007/978-3-319-09153-2_56","Chapter"
"Legal Electronic Institutions and ONTOMEDIA: Dialogue, Inventio, and Relational Justice Scenarios","AI Approaches to the Complexity of Legal Systems. Complex Systems, the Semantic Web, Ontologies, Argumentation, and Dialogue","","","","10.1007/978-3-642-16524-5_12","Pompeu Casanovas","2010","http://link.springer.com/chapter/10.1007/978-3-642-16524-5_12","Chapter"
"Seamfully Connected: Real Working Models as Tangible Interfaces for Architectural Design","Global Design and Local Materialization","","","","10.1007/978-3-642-38974-0_20","Gerhard SchubertSebastian RiedelFrank Petzold","2013","http://link.springer.com/chapter/10.1007/978-3-642-38974-0_20","Chapter"
"A Framework Supporting Collaborative Optimisation for Multi Professional Design Teams","Advances in Integrated Design and Manufacturing in Mechanical Engineering","","","","10.1007/1-4020-3482-2_10","Vincent RibouletPhilippe R. MarinStephen GowersFrédéric Wurtz","2005","http://link.springer.com/chapter/10.1007/1-4020-3482-2_10","Chapter"
"ModRule: A User-Centric Mass Housing Design Platform","Computer-Aided Architectural Design Futures. The Next City - New Technologies and the Future of the Built Environment","","","","10.1007/978-3-662-47386-3_13","Tian Tian LoMarc Aurel SchnabelYan Gao","2015","http://link.springer.com/chapter/10.1007/978-3-662-47386-3_13","Chapter"
"HCI Prototyping and Modeling of Future Psychotherapy Technologies in Second Life","Human-Computer Interaction. Theories, Methods, and Tools","","","","10.1007/978-3-319-07233-3_26","Sheryl Brahnam","2014","http://link.springer.com/chapter/10.1007/978-3-319-07233-3_26","Chapter"
"Tangible Mixed Reality On-Site: Interactive Augmented Visualisations from Architectural Working Models in Urban Design","Computer-Aided Architectural Design Futures. The Next City - New Technologies and the Future of the Built Environment","","","","10.1007/978-3-662-47386-3_4","Gerhard SchubertDavid SchattelMarcus TönnisGudrun KlinkerFrank Petzold","2015","http://link.springer.com/chapter/10.1007/978-3-662-47386-3_4","Chapter"
"Collaborative Control of Hierarchical System Based on JADE","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-642-16066-0_39","Dariusz ChoinskimMichał Senik","2010","http://link.springer.com/chapter/10.1007/978-3-642-16066-0_39","Chapter"
"Towards Participative and Knowledge-Intensive Serious Games","Serious Games Development and Applications","","","","10.1007/978-3-642-33687-4_7","Nour El MawasJean-Pierre Cahier","2012","http://link.springer.com/chapter/10.1007/978-3-642-33687-4_7","Chapter"
"A Collaborative Knowledge Management System for Analyzing Non-verbal Markings in the Ancient Mediterranean World","Multimedia for Cultural Heritage","","","","10.1007/978-3-642-27978-2_7","Stefano ValtolinaGiovanna Bagnasco GianniAlessandra GobbiNancy T. de Grummond","2012","http://link.springer.com/chapter/10.1007/978-3-642-27978-2_7","Chapter"
"Visualising the Dynamics of Unfolding Interactions on Mobile Devices","Advances in Conceptual Modeling – Challenges and Opportunities","","","","10.1007/978-3-540-87991-6_29","Kristine DeraySimeon J. Simoff","2008","http://link.springer.com/chapter/10.1007/978-3-540-87991-6_29","Chapter"
"Older People as Equal Partners in Creative Design","Human Factors in Computing and Informatics","","","","10.1007/978-3-642-39062-3_45","Helena SustarSara JonesAndy Dearden","2013","http://link.springer.com/chapter/10.1007/978-3-642-39062-3_45","Chapter"
"Concepts and Fields of Relational Justice","Computable Models of the Law","","","","10.1007/978-3-540-85569-9_21","Pompeu CasanovasMarta Poblet","2008","http://link.springer.com/chapter/10.1007/978-3-540-85569-9_21","Chapter"
"The Effect of Operational Mechanisms on Creativity in Design","Human-Computer Interaction - INTERACT 2005","","","","10.1007/11555261_51","Andrew WarrEamonn O’Neill","2005","http://link.springer.com/chapter/10.1007/11555261_51","Chapter"
"Localizing Global Game Jam: Designing Game Development for Collaborative Learning in the Social Context","Advances in Computer Entertainment","","","","10.1007/978-3-642-34292-9_9","Kiyoshi ShinKosuke KanekoYu MatsuiKoji MikamiMasaru NagakuToshifumi NakabayashiKenji OnoShinji R. Yamane","2012","http://link.springer.com/chapter/10.1007/978-3-642-34292-9_9","Chapter"
"Integrated Process Oriented Requirements Management","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_18","Nikolaus WintrichPatrick GeringMalte Meissner","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_18","Chapter"
"A Tangible Tabletop Game Supporting Therapy of Children with Cerebral Palsy","Fun and Games","","","","10.1007/978-3-540-88322-7_18","Ying LiWillem FontijnPanos Markopoulos","2008","http://link.springer.com/chapter/10.1007/978-3-540-88322-7_18","Chapter"
"GraVVITAS: Generic Multi-touch Presentation of Accessible Graphics","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23774-4_5","Cagatay GoncuKim Marriott","2011","http://link.springer.com/chapter/10.1007/978-3-642-23774-4_5","Chapter"
"Growing Existing Aboriginal Designs to Guide a Cross-Cultural Design Project","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40483-2_22","Margot BreretonPaul RoeThomas AmagulaSerena BaraJudy LalaraAnita Lee Hong","2013","http://link.springer.com/chapter/10.1007/978-3-642-40483-2_22","Chapter"
"Hammering Models: Designing Usable Modeling Tools","Human-Computer Interaction – INTERACT 2011","","","","10.1007/978-3-642-23765-2_37","Ko-Hsun HuangNuno Jardim NunesLeonel NobregaLarry ConstantineMonchu Chen","2011","http://link.springer.com/chapter/10.1007/978-3-642-23765-2_37","Chapter"
"Discount User-Centered e-Health Design: A Quick-but-not-Dirty Method","HCI in Work and Learning, Life and Leisure","","","","10.1007/978-3-642-16607-5_7","Fenne VerhoevenJulia van Gemert-Pijnen","2010","http://link.springer.com/chapter/10.1007/978-3-642-16607-5_7","Chapter"
"Shift from PLM to SLM: A Method to Support Business Requirements Elicitation for Service Innovation","Product Lifecycle Management. Towards Knowledge-Rich Enterprises","","","","10.1007/978-3-642-35758-9_10","Margherita PeruzziniMichele GermaniClaudio Favi","2012","http://link.springer.com/chapter/10.1007/978-3-642-35758-9_10","Chapter"
"Introducing New Perspectives in the Use of Social Technologies in Learning: Social Constructionism","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40480-1_39","Antigoni ParmaxiPanayiotis ZaphirisEleni MichailidouSalomi Papadima-SophocleousAndri Ioannou","2013","http://link.springer.com/chapter/10.1007/978-3-642-40480-1_39","Chapter"
"A Matter of Taste","Ambient Intelligence","","","","10.1007/978-3-540-76652-0_17","Alois Ferscha","2007","http://link.springer.com/chapter/10.1007/978-3-540-76652-0_17","Chapter"
"Towards Community-Based Co-creation","Human Factors in Computing and Informatics","","","","10.1007/978-3-642-39062-3_37","Alina HuldtgrenChristian DetweilerHani AlersSiska FitrianieNick A. Guldemond","2013","http://link.springer.com/chapter/10.1007/978-3-642-39062-3_37","Chapter"
"Pedagogical and Organizational Concerns for the Deployment of Interactive Public Displays at Schools","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_41","José Alberto LencastreClara CoutinhoJoão CasalRui José","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_41","Chapter"
"Usability Specialists – ‘A Mommy Mob’, ‘Realistic Humanists’ or ‘Staid Researchers’? An Analysis of Usability Work in the Software Product Development","Human-Computer Interaction - INTERACT 2005","","","","10.1007/11555261_35","Netta Iivari","2005","http://link.springer.com/chapter/10.1007/11555261_35","Chapter"
"Reflections from a Long-term Deployment Study to Design Novel Interactive Surfaces for Children with Autism","Ambient Intelligence for Health","","","","10.1007/978-3-319-26508-7_17","Franceli L. CibrianDeysi H. OrtegaLizbeth EscobedoMonica Tentori","2015","http://link.springer.com/chapter/10.1007/978-3-319-26508-7_17","Chapter"
"Examining Interdisciplinary Prototyping in the Context of Cultural Communication","Design, User Experience, and Usability. Health, Learning, Playing, Cultural, and Cross-Cultural User Experience","","","","10.1007/978-3-642-39241-2_7","Michael Heidt","2013","http://link.springer.com/chapter/10.1007/978-3-642-39241-2_7","Chapter"
"Understanding Air Quality Challenges Through Simulation and Big Data Science for Low-Load Homes","Intelligence Science and Big Data Engineering. Big Data and Machine Learning Techniques","","","","10.1007/978-3-319-23862-3_59","Haiyan XieTingting LiangHui LiYao Shi","2015","http://link.springer.com/chapter/10.1007/978-3-319-23862-3_59","Chapter"
"Change Strategy for ISO/IEC 33014: A Multi-case Study on Which Change Strategies Were Chosen","Systems, Software and Services Process Improvement","","","","10.1007/978-3-662-43896-1_29","Jan Pries-HejeJørn Johansen","2014","http://link.springer.com/chapter/10.1007/978-3-662-43896-1_29","Chapter"
"A Novel Approach for Creating Activity-Aware Applications in a Hospital Environment","Human-Computer Interaction – INTERACT 2009","","","","10.1007/978-3-642-03658-3_78","Jakob E. Bardram","2009","http://link.springer.com/chapter/10.1007/978-3-642-03658-3_78","Chapter"
"Research in Interactive Drama Environments, Role-Play and Story-Telling","Interactive Storytelling","","","","10.1007/978-3-642-25289-1_1","Ruth AylettSandy LouchartAllan Weallans","2011","http://link.springer.com/chapter/10.1007/978-3-642-25289-1_1","Chapter"
"Automatic Identification of Teams in R and D","Computer Supported Cooperative Work in Design III","","","","10.1007/978-3-540-72863-4_32","Fabricio EnembreckEdson ScalabrinCesar TaclaBráulio Ávila","2007","http://link.springer.com/chapter/10.1007/978-3-540-72863-4_32","Chapter"
"NoizCrowd: A Crowd-Based Data Gathering and Management System for Noise Level Data","Mobile Web Information Systems","","","","10.1007/978-3-642-40276-0_14","Mariusz WisniewskiGianluca DemartiniApostolos MalatrasPhilippe Cudré-Mauroux","2013","http://link.springer.com/chapter/10.1007/978-3-642-40276-0_14","Chapter"
"An Intelligent Design Method of Product Scheme Innovation","Applied Soft Computing Technologies: The Challenge of Complexity","","","","10.1007/3-540-31662-0_63","Yong ZhaoCheng ZhaoJianzhong Cha","2006","http://link.springer.com/chapter/10.1007/3-540-31662-0_63","Chapter"
"Knowledge Management in Reverse Engineering Integrated System Based on Multi-agent","Proceedings of the 6th CIRP-Sponsored International Conference on Digital Enterprise Technology","","","","10.1007/978-3-642-10430-5_19","Sun ChunhuaDu JianhongChen XuefangShang Guangqing","2010","http://link.springer.com/chapter/10.1007/978-3-642-10430-5_19","Chapter"
"Sign Management for the Future of e-Education: Examples of Collaborative e-Services in a Living Lab (Invited Paper)","Artificial Intelligence for Knowledge Management","","","","10.1007/978-3-319-28868-0_1","Noël ConruytVéronique SébastienOlivier SébastienDidier SébastienDavid Grosser","2015","http://link.springer.com/chapter/10.1007/978-3-319-28868-0_1","Chapter"
"Compiling Multiply Sectioned Bayesian Networks: A Comparative Study","MICAI 2009: Advances in Artificial Intelligence","","","","10.1007/978-3-642-05258-3_6","Xiangdong AnNick Cercone","2009","http://link.springer.com/chapter/10.1007/978-3-642-05258-3_6","Chapter"
"A Web Services-Based Annotation Application for Semantic Annotation of Highly Specialised Documents About the Field of Marketing","On the Move to Meaningful Internet Systems 2007: CoopIS, DOA, ODBASE, GADA, and IS","","","","10.1007/978-3-540-76848-7_74","Mercedes Argüello CasteleiroMukhtar AbusaMaria Jesus Fernandez PrietoVeronica BrookesFonbeyin Henry Abanda","2007","http://link.springer.com/chapter/10.1007/978-3-540-76848-7_74","Chapter"
"Children’s Technology: How Do Children Want It?","Advances in Visual Informatics","","","","10.1007/978-3-319-02958-0_26","Fariza Hanis Abdul RazakKhairiyah SallehNoor Hidayah Azmi","2013","http://link.springer.com/chapter/10.1007/978-3-319-02958-0_26","Chapter"
"PeerCare: Challenging the Monitoring Approach to Eldercare","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74800-7_64","Yann Riche","2007","http://link.springer.com/chapter/10.1007/978-3-540-74800-7_64","Chapter"
"New Sociotechnical Insights in Interaction Design","Human-Computer Interaction – INTERACT 2009","","","","10.1007/978-3-642-03658-3_137","José Abdelnour-NoceraAnders I. Mørch","2009","http://link.springer.com/chapter/10.1007/978-3-642-03658-3_137","Chapter"
"Requirement Engineering for Emergency Simulations","Environmental Software Systems. Infrastructures, Services and Applications","","","","10.1007/978-3-319-15994-2_39","Alena OulehlováJiří BartaHana MalachováJiří F. Urbánek","2015","http://link.springer.com/chapter/10.1007/978-3-319-15994-2_39","Chapter"
"Paradox of Proximity – Trust and Provenance within the Context of Social Networks and Policy","Social Informatics","","","","10.1007/978-3-642-35386-4_38","Somya JoshiTimo WandhöferVasilis KouloliasCatherine Van EeckhauteBeccy AllenSteve Taylor","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_38","Chapter"
"Handling a Cooperative Design Context with an Interactive Graph Visualization","Computer Supported Cooperative Work in Design IV","","","","10.1007/978-3-540-92719-8_3","Gilles Halin","2008","http://link.springer.com/chapter/10.1007/978-3-540-92719-8_3","Chapter"
"Military Installations and Cities in the Twenty-First Century: Towards Sustainable Military Installations and Adaptable Cities","Sustainable Cities and Military Installations","","","","10.1007/978-94-007-7161-1_2","B. A. HarmonW. D. GoranR. S. Harmon","2014","http://link.springer.com/chapter/10.1007/978-94-007-7161-1_2","Chapter"
"Using Games-Based Learning to Teach Software Engineering","Web Information Systems and Technologies","","","","10.1007/978-3-540-68262-2_22","Thomas M. ConnollyMark StansfieldTom Hainey","2008","http://link.springer.com/chapter/10.1007/978-3-540-68262-2_22","Chapter"
