Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Abstracts from the 36th Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","28","1","10.1007/s11606-013-2436-y","","2013","http://link.springer.com/article/10.1007/s11606-013-2436-y","Article"
"User-centered gesture development in TV viewing environment","Multimedia Tools and Applications","","75","2","10.1007/s11042-014-2323-5","Huiyue WuJianmin WangXiaolong (Luke) Zhang","2016","http://link.springer.com/article/10.1007/s11042-014-2323-5","Article"
"Proceedings from the 2nd Annual UK Implementation Science Research Conference, 'Advancing the science of scaling up: Improving efficiency and effectiveness of implementation strategies in healthcare': meeting abstracts","Implementation Science","","14","2","10.1186/s13012-019-0911-5","","2019","http://link.springer.com/article/10.1186/s13012-019-0911-5","Article"
"A survey of knowledge representation methods and applications in machining process planning","The International Journal of Advanced Manufacturing Technology","","98","9 - 12","10.1007/s00170-018-2433-8","Xiuling LiShusheng ZhangRui HuangBo HuangChanghong XuYajun Zhang","2018","http://link.springer.com/article/10.1007/s00170-018-2433-8","Article"
"Data science in educational assessment","Education and Information Technologies","","20","4","10.1007/s10639-015-9411-7","David C. GibsonMary E. Webb","2015","http://link.springer.com/article/10.1007/s10639-015-9411-7","Article"
"Participation, animation, design: a tripartite approach to urban community networking","AI & SOCIETY","","25","3","10.1007/s00146-009-0263-9","Marcus Foth","2010","http://link.springer.com/article/10.1007/s00146-009-0263-9","Article"
"Opening up the culture black box in community technology design","AI & SOCIETY","","34","3","10.1007/s00146-019-00904-z","Amalia SabiescuAldo de MoorNemanja Memarovic","2019","http://link.springer.com/article/10.1007/s00146-019-00904-z","Article"
"Editorial for EAIT issue 6, 2020","Education and Information Technologies","","25","6","10.1007/s10639-020-10360-8","Arthur Tatnall","2020","http://link.springer.com/article/10.1007/s10639-020-10360-8","Article"
"I-SLATE: designing a culturally relevant framework for authentic learning","Smart Learning Environments","","4","1","10.1186/s40561-017-0048-4","John LoewenKinshukJarkko SuhonenNian-Shing Chen","2017","http://link.springer.com/article/10.1186/s40561-017-0048-4","Article"
"Data Gap Analysis, Indicator Selection and Index Development: A Case for Developing Economies","Social Indicators Research","","148","3","10.1007/s11205-019-02225-6","Ahmad Mohd KhalidSeema SharmaAmlendu Kumar Dubey","2020","http://link.springer.com/article/10.1007/s11205-019-02225-6","Article"
"24th Annual Conference of the International Society for Quality of Life Research","Quality of Life Research","","26","1","10.1007/s11136-017-1658-6","","2017","http://link.springer.com/article/10.1007/s11136-017-1658-6","Article"
"Emerging risk governance for stratospheric aerosol injection as a climate management technology","Environment Systems and Decisions","","39","4","10.1007/s10669-019-09730-6","Khara D. GriegerTyler FelgenhauerOrtwin RennJonathan WienerMark Borsuk","2019","http://link.springer.com/article/10.1007/s10669-019-09730-6","Article"
"Refining Value Sensitive Design: A (Capability-Based) Procedural Ethics Approach to Technological Design for Well-Being","Science and Engineering Ethics","","26","5","10.1007/s11948-020-00223-3","Alessandra CenciDylan Cawthorne","2020","http://link.springer.com/article/10.1007/s11948-020-00223-3","Article"
"Building and Testing a Fuzzy Linguistic Assessment Framework for Defect Prediction in ASD Environment Using Process-Based Software Metrics","Arabian Journal for Science and Engineering","","45","12","10.1007/s13369-020-04701-5","Pooja SharmaAmrit Lal Sangal","2020","http://link.springer.com/article/10.1007/s13369-020-04701-5","Article"
"The Future of Transportation: Ethical, Legal, Social and Economic Impacts of Self-driving Vehicles in the Year 2025","Science and Engineering Ethics","","26","3","10.1007/s11948-019-00130-2","Mark Ryan","2020","http://link.springer.com/article/10.1007/s11948-019-00130-2","Article"
"An exploratory classification of applications in the realm of collaborative modeling and design","Information Systems and e-Business Management","","8","3","10.1007/s10257-008-0101-5","Ebrahim BagheriAli A. Ghorbani","2010","http://link.springer.com/article/10.1007/s10257-008-0101-5","Article"
"Proceedings of the Addiction Health Services Research (AHSR) 2020: Virtual Conference: Part 2","Addiction Science & Clinical Practice","","15","2","10.1186/s13722-020-00208-4","","2020","http://link.springer.com/article/10.1186/s13722-020-00208-4","Article"
"Benefits of Community-Based Approaches in Assessing and Addressing Sleep Health and Sleep-Related Cardiovascular Disease Risk: a Precision and Personalized Population Health Approach","Current Hypertension Reports","","22","8","10.1007/s11906-020-01051-3","Azizi A. SeixasJesse MooreAlicia ChungRebecca RobbinsMichael GrandnerApril RogersNatasha J. WilliamsGirardin Jean-Louis","2020","http://link.springer.com/article/10.1007/s11906-020-01051-3","Article"
"Cyber physical systems design, methodology, and integration: the current status and future outlook","Journal of Ambient Intelligence and Humanized Computing","","9","5","10.1007/s12652-017-0575-4","Ashraf DarwishAboul Ella Hassanien","2018","http://link.springer.com/article/10.1007/s12652-017-0575-4","Article"
"Interview with Joerg Mimmel on “Digitalization of Purchasing at Bosch”","Business & Information Systems Engineering","","61","6","10.1007/s12599-019-00616-0","Prof. Dr. Alexander Maedche","2019","http://link.springer.com/article/10.1007/s12599-019-00616-0","Article"
"Developing serious games for cultural heritage: a state-of-the-art review","Virtual Reality","","14","4","10.1007/s10055-010-0177-3","Eike Falk AndersonLeigh McLoughlinFotis LiarokapisChristopher PetersPanagiotis PetridisSara de Freitas","2010","http://link.springer.com/article/10.1007/s10055-010-0177-3","Article"
"An architecture for government action on adaptation to climate change. An editorial comment","Climatic Change","","95","1 - 2","10.1007/s10584-009-9623-1","Joel B. SmithJason M. VogelJohn E. Cromwell III","2009","http://link.springer.com/article/10.1007/s10584-009-9623-1","Article"
"KnowWE: a Semantic Wiki for knowledge engineering","Applied Intelligence","","35","3","10.1007/s10489-010-0224-5","Joachim BaumeisterJochen ReutelshoeferFrank Puppe","2011","http://link.springer.com/article/10.1007/s10489-010-0224-5","Article"
"How to manipulate interactive E-book on learning natural catastrophe—An example of structural mechanics using power machine","Natural Hazards","","65","3","10.1007/s11069-012-0413-0","Bih-Yaw ShihTsung-Hao ChenMing-Hung ChengChen-Yuan ChenBo-Wei Chen","2013","http://link.springer.com/article/10.1007/s11069-012-0413-0","Article"
"Identifying stakeholders’ roles and relevant project documents for 4D-based collaborative decision making","Frontiers of Engineering Management","","7","1","10.1007/s42524-019-0041-4","Veronika BolshakovaAnnie GuerrieroGilles Halin","2020","http://link.springer.com/article/10.1007/s42524-019-0041-4","Article"
"Establishing new bathing sites at the Curonian Lagoon coast: an ecological-social-economic assessment","Journal of Coastal Conservation","","23","5","10.1007/s11852-017-0587-4","Gerald SchernewskiEgle BaltranaitėMarija KataržytėArūnas BalčiūnasNatalija ČerkasovaJovita Mėžinė","2019","http://link.springer.com/article/10.1007/s11852-017-0587-4","Article"
"Society of general internal medicine 29th Annual meeting Los Angeles, California April 26–29, 2006","Journal of General Internal Medicine","","21","4","10.1111/j.1525-1497.2006.00469.x","","2006","http://link.springer.com/article/10.1111/j.1525-1497.2006.00469.x","Article"
"A web-based advisory system for process and material selection in concurrent product design for a manufacturing environment","The International Journal of Advanced Manufacturing Technology","","25","3 - 4","10.1007/s00170-003-1838-0","Xuan F. Zha","2005","http://link.springer.com/article/10.1007/s00170-003-1838-0","Article"
"Abstracts of the XXII World Allergy Congress, 4-8 December, 2011 Cancún, México","World Allergy Organization Journal","","5","2","10.1186/1939-4551-5-S2-A1","","2012","http://link.springer.com/article/10.1186/1939-4551-5-S2-A1","Article"
"Neurocritical Care Society 12th Annual Meeting","Neurocritical Care","","21","1","10.1007/s12028-014-0034-4","","2014","http://link.springer.com/article/10.1007/s12028-014-0034-4","Article"
"Climate change impacts and adaptation in cities: a review of the literature","Climatic Change","","104","1","10.1007/s10584-010-9975-6","Alistair HuntPaul Watkiss","2011","http://link.springer.com/article/10.1007/s10584-010-9975-6","Article"
"A qualitative analysis of perceptions of various stakeholders on nutrition-sensitive agricultural interventions, including the taxation on sugar-sweetened beverages (SSBs), to improve overall health and nutrition in South Africa","BMC Public Health","","20","1","10.1186/s12889-020-09440-8","Tayla Ashton KaltenbrunLisanne Monica du PlessisScott Drimie","2020","http://link.springer.com/article/10.1186/s12889-020-09440-8","Article"
"Designing human-centric software artifacts with future users: a case study","Human-centric Computing and Information Sciences","","10","1","10.1186/s13673-020-0213-6","Marco RoccettiCatia PrandiSilvia MirriPaola Salomoni","2020","http://link.springer.com/article/10.1186/s13673-020-0213-6","Article"
"Designing Academic Writing Analytics for Civil Law Student Self-Assessment","International Journal of Artificial Intelligence in Education","","28","1","10.1007/s40593-016-0121-0","Simon KnightSimon Buckingham ShumPhilippa RyanÁgnes SándorXiaolong Wang","2018","http://link.springer.com/article/10.1007/s40593-016-0121-0","Article"
"Moving beyond Smart Cities: Digital Nations for Social Innovation & Sustainability","Information Systems Frontiers","","21","3","10.1007/s10796-019-09930-0","Arpan Kumar KarVigneswara IlavarasanM. P. GuptaMarijn JanssenRavi Kothari","2019","http://link.springer.com/article/10.1007/s10796-019-09930-0","Article"
"E
                     m
                     o
                     A
                     s
                     s
                     i
                     s
                     t: emotion enabled assistive tool to enhance dyadic conversation for the blind","Multimedia Tools and Applications","","76","6","10.1007/s11042-016-3295-4","AKMMahbubur RahmanASM Iftekhar AnamMohammed Yeasin","2017","http://link.springer.com/article/10.1007/s11042-016-3295-4","Article"
"Computer-based support for curriculum designers: A case of developmental research","Educational Technology Research and Development","","53","2","10.1007/BF02504865","Susan McKenneyJan van den Akker","2005","http://link.springer.com/article/10.1007/BF02504865","Article"
"Performance improvement in new product development with effective tools and techniques adoption for high-tech industries","Quality & Quantity","","44","1","10.1007/s11135-008-9186-7","Tsu-Ming YehFan-Yun PaiChing-Chow Yang","2010","http://link.springer.com/article/10.1007/s11135-008-9186-7","Article"
"Healthy Living: The European Congress of Epidemiology, 2015","European Journal of Epidemiology","","30","8","10.1007/s10654-015-0072-z","Esther BolsLuc SmitsMatty Weijenberg","2015","http://link.springer.com/article/10.1007/s10654-015-0072-z","Article"
"A structured collaborative approach to intervention design using a modified intervention mapping approach: a case study using the Management and Interventions for Asthma (MIA) project for South Asian children","BMC Medical Research Methodology","","20","1","10.1186/s12874-020-01148-y","Monica LakhanpaulLorraine CulleyNoelle RobertsonEmma C. AlexanderDeborah BirdNicky HudsonNarynder JohalMelanie McFeetersCharlotte Hamlyn-WilliamsLogan ManikamYebeen Ysabelle BooMaya LakhanpaulMark R. D. Johnson","2020","http://link.springer.com/article/10.1186/s12874-020-01148-y","Article"
"Author brief biographies","AI & SOCIETY","","28","3","10.1007/s00146-013-0449-z","","2013","http://link.springer.com/article/10.1007/s00146-013-0449-z","Article"
"ExquiMo: An Exquisite Corpse Tool for Collaborative 3D Shape Design","Journal of Computer Science and Technology","","32","6","10.1007/s11390-017-1789-9","Warunika RanaweeraParmit ChilanaDaniel Cohen-OrHao Zhang","2017","http://link.springer.com/article/10.1007/s11390-017-1789-9","Article"
"Rethinking software design in participation cultures","Automated Software Engineering","","15","3 - 4","10.1007/s10515-008-0030-z","Gerhard Fischer","2008","http://link.springer.com/article/10.1007/s10515-008-0030-z","Article"
"A critical appraisal of chronic kidney disease mineral and bone disorders clinical practice guidelines using the AGREE II instrument","International Urology and Nephrology","","49","2","10.1007/s11255-016-1436-3","Nigar SekerciogluReem Al-KhalifahJoycelyne Efua EwusieRosilene M. EliasLehana ThabaneJason W. BusseNoori Akhtar-DaneshAlfonso IorioTetsuya IsayamaJuan Pablo Díaz MartínezIvan D. FlorezGordon H. Guyatt","2017","http://link.springer.com/article/10.1007/s11255-016-1436-3","Article"
"Abstract 2018","International Journal of Behavioral Medicine","","25","1","10.1007/s12529-018-9740-1","","2018","http://link.springer.com/article/10.1007/s12529-018-9740-1","Article"
"Social Media Analytics","Business & Information Systems Engineering","","6","2","10.1007/s12599-014-0315-7","Stefan StieglitzLinh Dang-XuanAxel BrunsChristoph Neuberger","2014","http://link.springer.com/article/10.1007/s12599-014-0315-7","Article"
"Beyond ‘chalk and talk’: educator perspectives on design immersion programs for rural and regional schools","International Journal of Technology and Design Education","","30","1","10.1007/s10798-018-9487-7","Natalie WrightEvonne MillerLes DawesCara Wrigley","2020","http://link.springer.com/article/10.1007/s10798-018-9487-7","Article"
"Advances in Social Media Research: Past, Present and Future","Information Systems Frontiers","","20","3","10.1007/s10796-017-9810-y","Kawaljeet Kaur KapoorKuttimani TamilmaniNripendra P. RanaPushp PatilYogesh K. DwivediSridhar Nerur","2018","http://link.springer.com/article/10.1007/s10796-017-9810-y","Article"
"Adaptive process control based on a self-learning mechanism in autonomous manufacturing systems","The International Journal of Advanced Manufacturing Technology","","66","9 - 12","10.1007/s00170-012-4453-0","Seid ŽapčevićPeter Butala","2013","http://link.springer.com/article/10.1007/s00170-012-4453-0","Article"
"Accelerating the Adoption of eSource in Clinical Research: A Transcelerate Point of View","Therapeutic Innovation & Regulatory Science","","54","5","10.1007/s43441-020-00138-y","Abhijit A. Parab MSc, MSPrasann Mehta MCAArundhati Vattikola MSChristine K. Denney BS, CDMP, CDIPMichele Cherry BSRakesh M. Maniar MSJesper Kjaer MSc","2020","http://link.springer.com/article/10.1007/s43441-020-00138-y","Article"
"Automation for the artisanal economy: enhancing the economic and environmental sustainability of crafting professions with human–machine collaboration","AI & SOCIETY","","35","3","10.1007/s00146-019-00915-w","Ron EglashLionel RobertAudrey BennettKwame Porter RobinsonMichael LachneyWilliam Babbitt","2020","http://link.springer.com/article/10.1007/s00146-019-00915-w","Article"
"Toxicity testing in the 21st century: progress in the past decade and future perspectives","Archives of Toxicology","","94","1","10.1007/s00204-019-02613-4","D. KrewskiM. E. AndersenM. G. TyshenkoK. KrishnanT. HartungK. BoekelheideJ. F. WambaughD. JonesM. WhelanR. ThomasC. YaukT. Barton-MaclarenI. Cote","2020","http://link.springer.com/article/10.1007/s00204-019-02613-4","Article"
"42nd Annual European Hernia Society Congress 2020","Hernia","","24","1","10.1007/s10029-020-02175-w","","2020","http://link.springer.com/article/10.1007/s10029-020-02175-w","Article"
"Key Technologies and Solutions of Remote Distributed Virtual Laboratory for E-Learning and E-Education","Mobile Networks and Applications","","24","1","10.1007/s11036-018-1130-z","Yun LinSen WangQidi WuLei Chen","2019","http://link.springer.com/article/10.1007/s11036-018-1130-z","Article"
"Supporting the transition from hospital to home for premature infants using integrated mobile computing and sensor support","Personal and Ubiquitous Computing","","15","8","10.1007/s00779-011-0402-4","Gillian R. HayesDonald J. PattersonMohan SinghDana GravemJulia RichDan Cooper","2011","http://link.springer.com/article/10.1007/s00779-011-0402-4","Article"
"Assembly process planning and its future in collaborative manufacturing: a review","The International Journal of Advanced Manufacturing Technology","","41","1 - 2","10.1007/s00170-008-1458-9","Lihui WangShadi KeshavarzmaneshHsi-Yung FengRalph O. Buchal","2009","http://link.springer.com/article/10.1007/s00170-008-1458-9","Article"
"44th ESCP International Symposium on Clinical Pharmacy Medicines Information: Making Better Decisions","International Journal of Clinical Pharmacy","","38","2","10.1007/s11096-015-0240-y","","2016","http://link.springer.com/article/10.1007/s11096-015-0240-y","Article"
"Exploratory Analysis in Learning Analytics","Technology, Knowledge and Learning","","21","1","10.1007/s10758-015-9249-5","David GibsonSara de Freitas","2016","http://link.springer.com/article/10.1007/s10758-015-9249-5","Article"
"AUGS/IUGA Scientific Meeting","International Urogynecology Journal","","30","1","10.1007/s00192-019-04125-2","","2019","http://link.springer.com/article/10.1007/s00192-019-04125-2","Article"
"Developing adaptive interventions for adolescent substance use treatment settings: protocol of an observational, mixed-methods project","Addiction Science & Clinical Practice","","12","1","10.1186/s13722-017-0099-4","Sean GrantDenis AgnielDaniel AlmirallQ. BurkhartSarah B. HunterDaniel F. McCaffreyEric R. PedersenRajeev RamchandBeth Ann Griffin","2017","http://link.springer.com/article/10.1186/s13722-017-0099-4","Article"
"Interactive spaces for children: gesture elicitation for controlling ground mini-robots","Journal of Ambient Intelligence and Humanized Computing","","11","6","10.1007/s12652-019-01290-6","Patricia PonsJavier Jaen","2020","http://link.springer.com/article/10.1007/s12652-019-01290-6","Article"
"Life cycle assessment in the telecommunication industry: A review","The International Journal of Life Cycle Assessment","","13","1","10.1065/lca2006.11.285","Wolfram Scharnhorst","2008","http://link.springer.com/article/10.1065/lca2006.11.285","Article"
"Introducing responsible innovation in health: a policy-oriented framework","Health Research Policy and Systems","","16","1","10.1186/s12961-018-0362-5","Hudson Pacifico SilvaPascale LehouxFiona Alice MillerJean-Louis Denis","2018","http://link.springer.com/article/10.1186/s12961-018-0362-5","Article"
"Interaction design studio learning in virtual worlds","Virtual Reality","","17","1","10.1007/s10055-013-0221-1","Spyros VosinakisPanayiotis Koutsabasis","2013","http://link.springer.com/article/10.1007/s10055-013-0221-1","Article"
"Nanotechnology and the need for risk governance","Journal of Nanoparticle Research","","8","2","10.1007/s11051-006-9092-7","O. RennM. C. Roco","2006","http://link.springer.com/article/10.1007/s11051-006-9092-7","Article"
"Quality of service in manufacturing networks: a service framework and its implementation","The International Journal of Advanced Manufacturing Technology","","63","9 - 12","10.1007/s00170-012-3965-y","Wenjun XuZude ZhouD. T. PhamQuan LiuC. JiWei Meng","2012","http://link.springer.com/article/10.1007/s00170-012-3965-y","Article"
"A web-based 3D virtual technologies for developing product information framework","The International Journal of Advanced Manufacturing Technology","","34","5 - 6","10.1007/s00170-006-0627-y","Janus S. Liang","2007","http://link.springer.com/article/10.1007/s00170-006-0627-y","Article"
"POLLAR: Impact of air POLLution on Asthma and Rhinitis; a European Institute of Innovation and Technology Health (EIT Health) project","Clinical and Translational Allergy","","8","1","10.1186/s13601-018-0221-z","Jean BousquetJosep M. AntoIsabella Annesi-MaesanoToni DedeuEve DupasJean-Louis PépinLandry Stephane Zeng EyindangaSylvie ArnavielheJulia AyacheXavier BasaganaSamuel BenvenisteNuria Calves VenturosHing Kin ChanMehdi CheraitiaYves DauvilliersJudith Garcia-Aymerich","2018","http://link.springer.com/article/10.1186/s13601-018-0221-z","Article"
"Exploring the link between behaviour and health","Personal and Ubiquitous Computing","","19","2","10.1007/s00779-014-0830-z","Franz GravenhorstVenet OsmaniBert ArnrichAmir Muaremi","2015","http://link.springer.com/article/10.1007/s00779-014-0830-z","Article"
"Dedicated innovation systems to support the transformation towards sustainability: creating income opportunities and employment in the knowledge-based digital bioeconomy","Journal of Open Innovation: Technology, Market, and Complexity","","3","1","10.1186/s40852-017-0079-7","Andreas Pyka","2017","http://link.springer.com/article/10.1186/s40852-017-0079-7","Article"
"Key technology of ship product data exchange based on STEP","Journal of Marine Science and Application","","4","2","10.1007/s11804-005-0033-0","Dong-yan ShiJing-tong YangChang-hua QiuKai Xue","2005","http://link.springer.com/article/10.1007/s11804-005-0033-0","Article"
"Rapid one-of-a-kind production","The International Journal of Advanced Manufacturing Technology","","29","5 - 6","10.1007/BF02729102","Y. L. TuS. Q. XieJ. J. Kam","2006","http://link.springer.com/article/10.1007/BF02729102","Article"
"Rapid one-of-a-kind production","The International Journal of Advanced Manufacturing Technology","","29","5","10.1007/s00170-005-2534-z","Y.L. TuS.Q. XieJ.J. Kam","2006","http://link.springer.com/article/10.1007/s00170-005-2534-z","Article"
"Subjective stakeholder dynamics relationships treatment: a methodological approach using fuzzy decision-making","Computational and Mathematical Organization Theory","","24","4","10.1007/s10588-018-09284-z","Fabio Blanco-MesaAnna M. Gil-LafuenteJosé M. Merigó","2018","http://link.springer.com/article/10.1007/s10588-018-09284-z","Article"
"The design of smart educational environments","Smart Learning Environments","","3","1","10.1186/s40561-016-0039-x","Begoña Gros","2016","http://link.springer.com/article/10.1186/s40561-016-0039-x","Article"
"Proceedings of the 3rd Biennial Conference of the Society for Implementation Research Collaboration (SIRC) 2015: advancing efficient methodologies through community partnerships and team science","Implementation Science","","11","1","10.1186/s13012-016-0428-0","Cara LewisDoyanne DarnellSuzanne KernsMaria Monroe-DeVitaSara J. LandesAaron R. LyonCameo StanickShannon DorseyJill LockeBrigid MarriottAjeng PuspitasariCaitlin DorseyKarin HendricksAndria PiersonPhil FizurKatherine A. Comtois","2016","http://link.springer.com/article/10.1186/s13012-016-0428-0","Article"
"A Review of Contemporary Work on the Ethics of Ambient Assisted Living Technologies for People with Dementia","Science and Engineering Ethics","","21","3","10.1007/s11948-014-9552-x","Peter NovitzkyAlan F. SmeatonCynthia ChenKate IrvingTim JacquemardFiachra O’BrolcháinDónal O’MathúnaBert Gordijn","2015","http://link.springer.com/article/10.1007/s11948-014-9552-x","Article"
"Appraisal of clinical practice guidelines for ischemic stroke management in Chinese medicine with appraisal of guidelines for research and evaluation instrument: A systematic review","Chinese Journal of Integrative Medicine","","21","9","10.1007/s11655-014-1834-2","Ya Yuwen 宇文亚Nan-nan Shi 史楠楠Xue-jie Han 韩学杰Ying Gao 高 颖Jian-long Xu 徐建龙Da-sheng Liu 刘大胜Bacon NgDora TsuiLi-dan Zhong 钟丽丹Eric ZieaZhao-xiang Bian 卞兆祥Ai-ping Lu 吕爱平","2015","http://link.springer.com/article/10.1007/s11655-014-1834-2","Article"
"Sustainable Computing","Poiesis & Praxis","","4","3","10.1007/s10202-005-0018-8","Dennis Mocigemba","2006","http://link.springer.com/article/10.1007/s10202-005-0018-8","Article"
"INFLAMMOPHARMACOLOGY","Inflammopharmacology","","16","6","10.1007/s10787-008-0029-x","","2008","http://link.springer.com/article/10.1007/s10787-008-0029-x","Article"
"Towards an integrated process model for new product development with data-driven features (NPD3)","Research in Engineering Design","","30","2","10.1007/s00163-019-00308-6","Yunpeng LiUtpal RoyJeffrey S. Saltz","2019","http://link.springer.com/article/10.1007/s00163-019-00308-6","Article"
"The Use of System Dynamics Simulation in Water Resources Management","Water Resources Management","","23","7","10.1007/s11269-008-9328-7","Ines WinzGary BrierleySam Trowsdale","2009","http://link.springer.com/article/10.1007/s11269-008-9328-7","Article"
"Developer social networks in software engineering: construction, analysis, and applications","Science China Information Sciences","","57","12","10.1007/s11432-014-5221-6","WeiQiang ZhangLiMing NieHe JiangZhenYu ChenJia Liu","2014","http://link.springer.com/article/10.1007/s11432-014-5221-6","Article"
"A Script-Based Prototyping Framework to Boost Agile-UX Developments","Journal of Computer Science and Technology","","31","6","10.1007/s11390-016-1695-6","Pedro Luis Mateo NavarroGregorio Martínez PérezDiego Sevilla Ruiz","2016","http://link.springer.com/article/10.1007/s11390-016-1695-6","Article"
"Impact of sugar-sweetened beverage tax on dental caries: a simulation analysis","BMC Oral Health","","20","1","10.1186/s12903-020-1061-5","Nipaporn UrwannachotimaPiya HanvoravongchaiJohn Pastor AnsahPiyada PrasertsomVictoria Rui Ying Koh","2020","http://link.springer.com/article/10.1186/s12903-020-1061-5","Article"
"The creation of inclusive governance infrastructures through participatory agenda-setting","European Journal of Futures Research","","8","1","10.1186/s40309-020-00169-6","Margaret M. HinrichsErik W. Johnston","2020","http://link.springer.com/article/10.1186/s40309-020-00169-6","Article"
"Integrated assessment of water resources: Australian experiences","Water Resources Management","","21","1","10.1007/s11269-006-9057-8","B. F. W. CrokeJ. L. TicehurstR. A. LetcherJ. P. NortonL. T. H. NewhamA. J. Jakeman","2007","http://link.springer.com/article/10.1007/s11269-006-9057-8","Article"
"A conceptual framework for designing smart learning environments","Smart Learning Environments","","5","1","10.1186/s40561-018-0076-8","Sirkka FreigangLars SchlenkerThomas Köhler","2018","http://link.springer.com/article/10.1186/s40561-018-0076-8","Article"
"A design representation scheme for collaborative product development","The International Journal of Advanced Manufacturing Technology","","30","1 - 2","10.1007/s00170-005-0051-8","D. AlisantosoL. P. KhooI. B. H. LeeW. F. Lu","2006","http://link.springer.com/article/10.1007/s00170-005-0051-8","Article"
"World Congress Integrative Medicine & Health 2017: Part one","BMC Complementary and Alternative Medicine","","17","1","10.1186/s12906-017-1782-4","Benno BrinkhausTorkel FalkenbergAviad HaramatiStefan N. WillichJosephine P. BriggsMerlin WillcoxKlaus LindeTöres TheorellLisa M. WongJeffrey DusekDarong WuDavid EisenbergAviad HaramatiBettina BergerKathi KemperBeate Stock-Schröer","2017","http://link.springer.com/article/10.1186/s12906-017-1782-4","Article"
"Interventions to support the management of work-related stress (WRS) and wellbeing/mental health issues for commercial pilots","Cognition, Technology & Work","","22","3","10.1007/s10111-019-00586-z","Joan CahillPaul CullenKeith Gaynor","2020","http://link.springer.com/article/10.1007/s10111-019-00586-z","Article"
"Corporate Sustainable Development: Testing a New Scale Based on the Mainland Chinese Context","Journal of Business Ethics","","105","4","10.1007/s10551-011-0983-x","Wing S. ChowYang Chen","2012","http://link.springer.com/article/10.1007/s10551-011-0983-x","Article"
"Ontology-driven generation of Bayesian diagnostic models for assembly systems","The International Journal of Advanced Manufacturing Technology","","74","5 - 8","10.1007/s00170-014-5918-0","Mohamed S. SayedNiels Lohse","2014","http://link.springer.com/article/10.1007/s00170-014-5918-0","Article"
"A proposal of a new foresight platform considering of sustainable development goals","European Journal of Futures Research","","6","1","10.1007/s40309-017-0130-8","Miki KuribayashiKazuhiro HayashiShinichi Akaike","2018","http://link.springer.com/article/10.1007/s40309-017-0130-8","Article"
"RRI and Patenting: a Study of European Patent Governance","NanoEthics","","13","2","10.1007/s11569-019-00341-8","Ellen-Marie ForsbergNico Groenendijk","2019","http://link.springer.com/article/10.1007/s11569-019-00341-8","Article"
"Development of a fuzzy FMEA based product design system","The International Journal of Advanced Manufacturing Technology","","36","7 - 8","10.1007/s00170-006-0898-3","Kwai-Sang ChinAllen ChanJian-Bo Yang","2008","http://link.springer.com/article/10.1007/s00170-006-0898-3","Article"
"Keyword-citation-keyword network: a new perspective of discipline knowledge structure analysis","Scientometrics","","124","3","10.1007/s11192-020-03576-5","Qikai ChengJiamin WangWei LuYong HuangYi Bu","2020","http://link.springer.com/article/10.1007/s11192-020-03576-5","Article"
"Collaboration and complexity: an experiment on the effect of multi-actor coupled design","Research in Engineering Design","","27","3","10.1007/s00163-016-0214-7","Paul T. GroganOlivier L. de Weck","2016","http://link.springer.com/article/10.1007/s00163-016-0214-7","Article"
"Integrating political and technological uncertainty into robust climate policy","Climatic Change","","163","1","10.1007/s10584-020-02853-9","Leslie Paul Thiele","2020","http://link.springer.com/article/10.1007/s10584-020-02853-9","Article"
"Lessons in applying adaptive management on a dynamic coastline: a case study at the inlet to Pagham Harbour, UK","Anthropocene Coasts","","3","1","10.1139/anc-2019-0002","C. R. ScottE. HarrisI. H. Townend","2020","http://link.springer.com/article/10.1139/anc-2019-0002","Article"
"Ambient bloom: new business, content, design and models to increase the semantic ambient media experience","Multimedia Tools and Applications","","66","1","10.1007/s11042-012-1228-4","Bogdan PogorelcArtur LugmayrBjörn StocklebenRadu-Daniel VatavuNina TahmasebiEstefanía SerralEmilija StojmenovaBojan ImperlThomas RisseGideon ZenzMatjaž Gams","2013","http://link.springer.com/article/10.1007/s11042-012-1228-4","Article"
"XML-based assembly visualization for a multi-CAD digital mock-up system","Journal of Mechanical Science and Technology","","21","12","10.1007/BF03177456","In-Ho SongSung-Chong Chung","2007","http://link.springer.com/article/10.1007/BF03177456","Article"
"An intelligent fixture design method based on smart modular fixture unit","The International Journal of Advanced Manufacturing Technology","","69","9 - 12","10.1007/s00170-013-5134-3","Neng WanZhan WangRong Mo","2013","http://link.springer.com/article/10.1007/s00170-013-5134-3","Article"
"Socializing robots: constructing robotic sociality in the design and use of the assistive robot PARO","AI & SOCIETY","","31","4","10.1007/s00146-015-0636-1","Selma ŠabanovićWan-Ling Chang","2016","http://link.springer.com/article/10.1007/s00146-015-0636-1","Article"
"Using Leading Indicators to Improve Project Performance Measurement","Journal of Systems Science and Systems Engineering","","28","5","10.1007/s11518-019-5414-z","Li ZhengClaude BaronPhilippe EstebanRui XueQiang ZhangShanlin Yang","2019","http://link.springer.com/article/10.1007/s11518-019-5414-z","Article"
"The design and realization of CoViD: a system for collaborative virtual 3D design","Virtual Reality","","10","2","10.1007/s10055-006-0048-0","Wolfgang StuerzlingerLoutfouz ZamanAndriy PavlovychJi-Young Oh","2006","http://link.springer.com/article/10.1007/s10055-006-0048-0","Article"
