Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"AI, IoT, Big Data and Cloud Computing for Industry 4.0","Signals and Communication Technology","","","","10.1007/978-3-031-29713-7","Amy NeusteinParikshit N. MahallePrachi JoshiGitanjali Rahul Shinde","2023","http://link.springer.com/book/10.1007/978-3-031-29713-7","Book"
"Research and Innovation Forum 2022","Springer Proceedings in Complexity","","","","10.1007/978-3-031-19560-0","Anna VisviziOrlando TroisiMara Grimaldi","2023","http://link.springer.com/book/10.1007/978-3-031-19560-0","Book"
"Service Design Practices for Healthcare Innovation","","","","","10.1007/978-3-030-87273-1","Mario A. PfannstielNataliia BrehmerChristoph Rasche","2022","http://link.springer.com/book/10.1007/978-3-030-87273-1","Book"
"Advanced Communication and Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-45124-9","Rabindra Nath ShawMarcin PaprzyckiAnkush Ghosh","2023","http://link.springer.com/book/10.1007/978-3-031-45124-9","Book"
"Eurasian Business and Economics Perspectives","Eurasian Studies in Business and Economics","","","","10.1007/978-3-031-15531-4","Mehmet Huseyin BilginHakan DanisEnder Demir","2022","http://link.springer.com/book/10.1007/978-3-031-15531-4","Book"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8052-6","Prof. Jason C. HungNeil Y. YenDr. Jia-Wei Chang","2022","http://link.springer.com/book/10.1007/978-981-16-8052-6","Book"
"Proceedings of International Conference on Information Technology and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-9331-2","Sajid AnwarAbrar UllahÁlvaro RochaMaria José Sousa","2023","http://link.springer.com/book/10.1007/978-981-19-9331-2","Book"
"Learning with Technologies and Technologies in Learning","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-04286-7","Michael E. AuerAndreas PesterDominik May","2022","http://link.springer.com/book/10.1007/978-3-031-04286-7","Book"
"Trends and Applications in Information Systems and Technologies","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-72654-6","Prof. Álvaro RochaHojjat AdeliDr. Gintautas DzemydaProf. Fernando MoreiraProf. Ana Maria Ramalho Correia","2021","http://link.springer.com/book/10.1007/978-3-030-72654-6","Book"
"Proceedings of the Eighth Asia International Symposium on Mechatronics","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-1309-9","Baoyan DuanProf. Kazunori UmedaChang-wan Kim","2022","http://link.springer.com/book/10.1007/978-981-19-1309-9","Book"
"International Conference on Innovative Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-4071-4","Aboul Ella HassanienOscar CastilloSameer AnandAjay Jaiswal","2024","http://link.springer.com/book/10.1007/978-981-99-4071-4","Book"
"Data Science and Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-90321-3","Dr. Radek SilhavyProf. Petr SilhavyProf. Zdenka Prokopova","2021","http://link.springer.com/book/10.1007/978-3-030-90321-3","Book"
"Encyclopedia of Social Network Analysis and Mining","","","","","10.1007/978-1-4614-6170-8","Professor Reda AlhajjProfessor Jon Rokne","2014","http://link.springer.com/referencework/10.1007/978-1-4614-6170-8","ReferenceWork"
"ICT Innovations 2022. Reshaping the Future Towards a New Normal","Communications in Computer and Information Science","","","","10.1007/978-3-031-22792-9","Katerina ZdravkovaLasko Basnarkov","2022","http://link.springer.com/book/10.1007/978-3-031-22792-9","Book"
"SDGs in the European Region","Implementing the UN Sustainable Development Goals – Regional Perspectives","","","","10.1007/978-3-031-17461-2","Walter Leal FilhoMaria Alzira Pimenta DinisSara MoggiElizabeth PriceAlex Hope","2023","http://link.springer.com/referencework/10.1007/978-3-031-17461-2","ReferenceWork"
"Handbook Industry 4.0","","","","","10.1007/978-3-662-64448-5","Walter Frenz","2022","http://link.springer.com/book/10.1007/978-3-662-64448-5","Book"
"Educating the Sustainability Leaders of the Future","World Sustainability Series","","","","10.1007/978-3-031-22856-8","Walter Leal FilhoAmanda Lange SalviaEric PallantBeth ChoateKelly Pearce","2023","http://link.springer.com/book/10.1007/978-3-031-22856-8","Book"
"Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80744-3","Prof. Jay KalraNancy J. LightnerRedha Taiar","2021","http://link.springer.com/book/10.1007/978-3-030-80744-3","Book"
"Healthcare Information Management Systems","Health Informatics","","","","10.1007/978-3-031-07912-2","Joan M. KielGeorge R. KimMarion J. Ball","2022","http://link.springer.com/book/10.1007/978-3-031-07912-2","Book"
"Machine Intelligence and Data Science Applications","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-2347-0","Prof. Vaclav SkalaProf. Dr. T. P. SinghDr. Tanupriya ChoudhuryDr. Ravi TomarDr. Md. Abul Bashar","2022","http://link.springer.com/book/10.1007/978-981-19-2347-0","Book"
"Project Management in the Digital Transformation Era","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-34629-3","Sergey BushuyevRonggui DingMladen Radujkovic","2023","http://link.springer.com/book/10.1007/978-3-031-34629-3","Book"
"Handbook of Service Science, Volume II","Service Science: Research and Innovations in the Service Economy","","","","10.1007/978-3-319-98512-1","Paul P. MaglioCheryl A. KieliszewskiJames C. SpohrerKelly LyonsLia PatrícioYuriko Sawatani","2019","http://link.springer.com/book/10.1007/978-3-319-98512-1","Book"
"International Conference on Advanced Intelligent Systems for Sustainable Development","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-26384-2","Janusz KacprzykMostafa EzziyyaniValentina Emilia Balas","2023","http://link.springer.com/book/10.1007/978-3-031-26384-2","Book"
"Abstracts from the 2023 Annual Meeting of the Society of General Internal Medicine","Journal of General Internal Medicine","","38","2","10.1007/s11606-023-08226-z","","2023","http://link.springer.com/article/10.1007/s11606-023-08226-z","Article"
"Frontier Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-1428-9","Jason C. HungNeil Y. YenJia-Wei Chang","2023","http://link.springer.com/book/10.1007/978-981-99-1428-9","Book"
"Cross-Cultural Design. Interaction Design Across Cultures","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06038-0","Prof. Pei-Luen Patrick Rau","2022","http://link.springer.com/book/10.1007/978-3-031-06038-0","Book"
"Handbook of Social Sciences and Global Public Health","","","","","10.1007/978-3-031-25110-8","Pranee Liamputtong","2023","http://link.springer.com/referencework/10.1007/978-3-031-25110-8","ReferenceWork"
"Ethics of Artificial Intelligence","SpringerBriefs in Research and Innovation Governance","","","","10.1007/978-3-031-17040-9","Bernd Carsten StahlDoris SchroederRowena Rodrigues","2023","http://link.springer.com/book/10.1007/978-3-031-17040-9","Book"
"HCI International 2022 - Late Breaking Papers. Multimodality in Advanced Interaction Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17618-0","Masaaki KurosuSakae YamamotoHirohiko MoriDylan D. SchmorrowCali M. FidopiastisNorbert A. StreitzShin'ichi Konomi","2022","http://link.springer.com/book/10.1007/978-3-031-17618-0","Book"
"Towards new e-Infrastructure and e-Services for Developing Countries","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-34896-9","Rashid A. SaeedAbubakar D. BakariYahya Hamad Sheikh","2023","http://link.springer.com/book/10.1007/978-3-031-34896-9","Book"
"Centrality of AI Quality in MLOPs Lifecycle and Its Impact on the Adoption of AI/ML Solutions","Intelligent Systems Design and Applications","","","","10.1007/978-3-031-35510-3_42","Arunkumar AkkineniSomayeh KoohborfardhaghighiShailesh Singh","2023","http://link.springer.com/chapter/10.1007/978-3-031-35510-3_42","Chapter"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-98012-2","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-98012-2","Book"
"Advances in Systems Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-92604-5","Prof. Dr. Leszek BorzemskiProf. Dr. Henry SelvarajProf. Jerzy Świątek","2022","http://link.springer.com/book/10.1007/978-3-030-92604-5","Book"
"Computational Science and Its Applications – ICCSA 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-58820-5","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarDr. Bernady O. ApduhanAna Maria A. C. RochaProf. Eufemia TarantinoProf. Carmelo Maria TorreProf. Yeliz Karaca","2020","http://link.springer.com/book/10.1007/978-3-030-58820-5","Book"
"Cybersecurity Data Science","","","","","10.1007/978-3-030-74896-8","Dr. Scott MongeauProf. Dr. Andrzej Hajdasinski","2021","http://link.springer.com/book/10.1007/978-3-030-74896-8","Book"
"Universal Access in Human-Computer Interaction. Design Methods and User Experience","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78092-0","Dr. Margherita AntonaProf. Constantine Stephanidis","2021","http://link.springer.com/book/10.1007/978-3-030-78092-0","Book"
"Clinical Research Informatics","Health Informatics","","","","10.1007/978-3-031-27173-1","Rachel L. RichessonJames E. AndrewsKate Fultz Hollis","2023","http://link.springer.com/book/10.1007/978-3-031-27173-1","Book"
"Role of Regulatory Sandboxes and MLOps for AI-Enabled Public Sector Services","The Review of Socionetwork Strategies","","","","10.1007/s12626-023-00146-y","Ana Paula Gonzalez TorresNitin Sawhney","2023","http://link.springer.com/article/10.1007/s12626-023-00146-y","Article"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10545-6","Prof. Dr. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10545-6","Book"
"Innovations in Smart Cities Applications Volume 4","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-66840-2","Prof. Dr. Mohamed Ben AhmedProf. Dr. İsmail Rakıp KarașProf. Dr. Domingos SantosDr. Olga SergeyevaProf. Anouar Abdelhakim Boudhir","2021","http://link.springer.com/book/10.1007/978-3-030-66840-2","Book"
"Accelerating Digital Transformation","","","","","10.1007/978-3-031-10873-0","Jan BoschJan CarlsonHelena Holmström OlssonKristian SandahlMiroslaw Staron","2022","http://link.springer.com/book/10.1007/978-3-031-10873-0","Book"
"Advances in Smart Healthcare Paradigms and Applications","Intelligent Systems Reference Library","","","","10.1007/978-3-031-37306-0","Halina KwaśnickaNikhil JainUrszula Markowska-KaczmarChee Peng LimLakhmi C. Jain","2023","http://link.springer.com/book/10.1007/978-3-031-37306-0","Book"
"Third Space, Information Sharing, and Participatory Design","Synthesis Lectures on Information Concepts, Retrieval, and Services","","","","10.1007/978-3-031-02327-9","Preben HansenIna FourieAnika Meyer","2021","http://link.springer.com/book/10.1007/978-3-031-02327-9","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-75078-7","Prof. Leonard BarolliDr. Isaac WoungangDr. Tomoya Enokido","2021","http://link.springer.com/book/10.1007/978-3-030-75078-7","Book"
"Sustainable Energy-Water-Environment Nexus in Deserts","Advances in Science, Technology & Innovation","","","","10.1007/978-3-030-76081-6","Essam HeggyProf. Dr. Dr. h. c. Veronica BermudezDr. Marc Vermeersch","2022","http://link.springer.com/book/10.1007/978-3-030-76081-6","Book"
"The Palgrave Handbook of Interactive Marketing","","","","","10.1007/978-3-031-14961-0","Cheng Lu Wang","2023","http://link.springer.com/book/10.1007/978-3-031-14961-0","Book"
"Machine Learning for Practical Decision Making","International Series in Operations Research & Management Science","","","","10.1007/978-3-031-16990-8","Christo El MorrManar JammalHossam Ali-HassanWalid EI-Hallak","2022","http://link.springer.com/book/10.1007/978-3-031-16990-8","Book"
"Innovation Practices for Digital Transformation in the Global South","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-12825-7","Prof. José Abdelnour-NoceraDr. Elisha Ondieki MakoriJose Antonio Robles-FloresConstance Bitso","2022","http://link.springer.com/book/10.1007/978-3-031-12825-7","Book"
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 3","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18344-7","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-18344-7","Book"
"Advances in Information Technology in Civil and Building Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-35399-4","Sebastian SkatullaHans Beushausen","2024","http://link.springer.com/book/10.1007/978-3-031-35399-4","Book"
"Springer Handbook of Augmented Reality","Springer Handbooks","","","","10.1007/978-3-030-67822-7","Andrew Yeh Ching NeeSoh Khim Ong","2023","http://link.springer.com/book/10.1007/978-3-030-67822-7","Book"
"Smart Digital Service Ecosystems","SpringerBriefs in Service Science","","","","10.1007/978-3-031-27926-3","Youakim Badr","2023","http://link.springer.com/book/10.1007/978-3-031-27926-3","Book"
"Advances in Intelligent Manufacturing and Service System Informatics","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-99-6062-0","Zekâi ŞenÖzer UygunCaner Erden","2024","http://link.springer.com/book/10.1007/978-981-99-6062-0","Book"
"Encyclopedia of Creativity, Invention, Innovation and Entrepreneurship","","","","","10.1007/978-3-319-15347-6","Elias G. Carayannis","2020","http://link.springer.com/referencework/10.1007/978-3-319-15347-6","ReferenceWork"
"Advances in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85713-4","Enrique AlbaGabriel LuqueFrancisco ChicanoDr. Carlos CottaDavid CamachoProf. Manuel Ojeda-AciegoSusana MontesProf. Alicia TroncosoJosé RiquelmeRodrigo Gil-Merino","2021","http://link.springer.com/book/10.1007/978-3-030-85713-4","Book"
"Sustainability","International Series in Operations Research & Management Science","","","","10.1007/978-3-031-16620-4","Fausto Pedro García MárquezBenjamin Lev","2023","http://link.springer.com/book/10.1007/978-3-031-16620-4","Book"
"COVID-19 Challenges to University Information Technology Governance","","","","","10.1007/978-3-031-13351-0","Mansoor Alaali","2022","http://link.springer.com/book/10.1007/978-3-031-13351-0","Book"
"Advances in Data Science and Management","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-5685-9","Prof. Dr. Samarjeet BorahDr. Sambit Kumar MishraDr. Brojo Kishore MishraDr. Valentina Emilia BalasDr. Zdzislaw Polkowski","2022","http://link.springer.com/book/10.1007/978-981-16-5685-9","Book"
"Encyclopedia of Education and Information Technologies","","","","","10.1007/978-3-030-10576-1","Arthur Tatnall","2020","http://link.springer.com/referencework/10.1007/978-3-030-10576-1","ReferenceWork"
"Design, User Experience, and Usability: Theory and Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-319-91797-9","Prof. Aaron MarcusWentao Wang","2018","http://link.springer.com/book/10.1007/978-3-319-91797-9","Book"
"Developing Sustainability in Organizations","Sustainable Development Goals Series","","","","10.1007/978-3-031-36907-0","Marco Tavanti","2023","http://link.springer.com/book/10.1007/978-3-031-36907-0","Book"
"Design, User Experience, and Usability. Interaction Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49713-2","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49713-2","Book"
"Artificial Intelligence and the Arts","Computational Synthesis and Creative Systems","","","","10.1007/978-3-030-59475-6","Assoc. Prof. Penousal MachadoDr. Juan RomeroDr. Gary Greenfield","2021","http://link.springer.com/book/10.1007/978-3-030-59475-6","Book"
"Smart Cities and Smart Communities","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-1146-0","Prof. Srikanta PatnaikProf. Siddhartha SenAssoc. Prof. Sudeshna Ghosh","2022","http://link.springer.com/book/10.1007/978-981-19-1146-0","Book"
"Product Lifecycle Management to Support Industry 4.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-01614-2","Paolo ChiabertProf. Abdelaziz BourasProf. Frédéric NoëlJosé Ríos","2018","http://link.springer.com/book/10.1007/978-3-030-01614-2","Book"
"European Language Equality","Cognitive Technologies","","","","10.1007/978-3-031-28819-7","Georg RehmAndy Way","2023","http://link.springer.com/book/10.1007/978-3-031-28819-7","Book"
"Digital Health Entrepreneurship","Health Informatics","","","","10.1007/978-3-031-33902-8","Arlen Meyers","2023","http://link.springer.com/book/10.1007/978-3-031-33902-8","Book"
"Flexible Automation and Intelligent Manufacturing: Establishing Bridges for More Sustainable Manufacturing Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-031-38241-3","Francisco J. G. SilvaAntónio B. PereiraRaul D. S. G. Campilho","2024","http://link.springer.com/book/10.1007/978-3-031-38241-3","Book"
"Proceedings of Second International Conference on Sustainable Expert Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-7657-4","Dr. Subarna ShakyaDr. Ke-Lin DuDr. Wang Haoxiang","2022","http://link.springer.com/book/10.1007/978-981-16-7657-4","Book"
"HCI International 2022 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-06394-7","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2022","http://link.springer.com/book/10.1007/978-3-031-06394-7","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-29786-1","Alessio FerrariBirgit Penzenstadler","2023","http://link.springer.com/book/10.1007/978-3-031-29786-1","Book"
"FinTech and Artificial Intelligence for Sustainable Development","Sustainable Development Goals Series","","","","10.1007/978-3-031-37776-1","David Mhlanga","2023","http://link.springer.com/book/10.1007/978-3-031-37776-1","Book"
"Mediterranean Architecture and the Green-Digital Transition","Innovative Renewable Energy","","","","10.1007/978-3-031-33148-0","Ali Sayigh","2023","http://link.springer.com/book/10.1007/978-3-031-33148-0","Book"
"Precision Health and Artificial Intelligence","","","","","10.1007/978-1-4842-9162-7","Arjun Panesar","2023","http://link.springer.com/book/10.1007/978-1-4842-9162-7","Book"
"Knowledge Management in Organisations","Communications in Computer and Information Science","","","","10.1007/978-3-031-07920-7","Prof. Lorna UdenDr. I-Hsien TingBirgit Feldmann","2022","http://link.springer.com/book/10.1007/978-3-031-07920-7","Book"
"Culture and Computing. Design Thinking and Cultural Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77431-8","Prof. Matthias Rauterberg","2021","http://link.springer.com/book/10.1007/978-3-030-77431-8","Book"
"Advances in Mobility-as-a-Service Systems","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-61075-3","Prof. Eftihia G. NathanailDr. Giannis AdamosIoannis Karakikes","2021","http://link.springer.com/book/10.1007/978-3-030-61075-3","Book"
"Living Beyond Data","Intelligent Systems Reference Library","","","","10.1007/978-3-031-11593-6","Yukio Ohsawa","2023","http://link.springer.com/book/10.1007/978-3-031-11593-6","Book"
"The Palgrave Handbook of Malicious Use of AI and Psychological Security","","","","","10.1007/978-3-031-22552-9","Evgeny Pashentsev","2023","http://link.springer.com/book/10.1007/978-3-031-22552-9","Book"
"Recent Developments in Geotechnics and Structural Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-981-99-1886-7","Sanjay Kumar ShuklaSudharshan N. RamanB. BhattacharjeePriyanka Singh","2023","http://link.springer.com/book/10.1007/978-981-99-1886-7","Book"
"Cyber Security Intelligence and Analytics","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-97874-7","Prof. Zheng XuSaed AlrabaeeDr. Octavio Loyola-GonzálezDr. Xiaolu ZhangNiken Dwi Wahyu CahyaniNurul Hidayah Ab Rahman","2022","http://link.springer.com/book/10.1007/978-3-030-97874-7","Book"
"Computer Supported Education","Communications in Computer and Information Science","","","","10.1007/978-3-031-14756-2","Beno CsapóJames Uhomoibhi","2022","http://link.springer.com/book/10.1007/978-3-031-14756-2","Book"
"Co-creating for Context in the Transfer and Diffusion of IT","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-17968-6","Amany ElbannaShane McLoughlinYogesh K. DwivediBrian DonnellanDavid Wastell","2022","http://link.springer.com/book/10.1007/978-3-031-17968-6","Book"
"Intellectual Capital, Smart Technologies and Digitalization","SIDREA Series in Accounting and Business Administration","","","","10.1007/978-3-030-80737-5","Maria Serena ChiucchiRosa LombardiDaniela Mancini","2021","http://link.springer.com/book/10.1007/978-3-030-80737-5","Book"
"Proceedings of the 7th International Conference on Architecture, Materials and Construction","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-94514-5","Prof. Paulo MendonçaProf. Nuno Dinis Cortiços","2022","http://link.springer.com/book/10.1007/978-3-030-94514-5","Book"
"Integrating Blockchain and Artificial Intelligence for Industry 4.0 Innovations","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-031-35751-0","Sam GoundarR. Anandan","2024","http://link.springer.com/book/10.1007/978-3-031-35751-0","Book"
"Systems Collaboration and Integration","Automation, Collaboration, & E-Services","","","","10.1007/978-3-031-44373-2","Chin-Yin HuangSang Won Yoon","2023","http://link.springer.com/book/10.1007/978-3-031-44373-2","Book"
"Data Management, Analytics and Innovation","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-1414-2","Neha SharmaAmol GojeAmlan ChakrabartiAlfred M. Bruckstein","2023","http://link.springer.com/book/10.1007/978-981-99-1414-2","Book"
"HCI in Business, Government and Organizations","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50341-3","Dr. Fiona Fui-Hoon NahDr. Keng Siau","2020","http://link.springer.com/book/10.1007/978-3-030-50341-3","Book"
"Universal Access in Human-Computer Interaction. Novel Design Approaches and Technologies","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05028-2","Dr. Margherita AntonaProf. Constantine Stephanidis","2022","http://link.springer.com/book/10.1007/978-3-031-05028-2","Book"
"Design for Vulnerable Communities","The Urban Book Series","","","","10.1007/978-3-030-96866-3","Prof. Emanuele GiorgiProf. Tiziano CattaneoProf. Alfredo Mauricio Flores HerreraProf. Virginia del Socorro Aceves Tarango","2022","http://link.springer.com/book/10.1007/978-3-030-96866-3","Book"
"Digital-for-Development: Enabling Transformation, Inclusion and Sustainability Through ICTs","Communications in Computer and Information Science","","","","10.1007/978-3-031-28472-4","Patrick NdayizigamiyeHossana TwinomurinziBilly KalemaKelvin BwalyaMncedisi Bembe","2023","http://link.springer.com/book/10.1007/978-3-031-28472-4","Book"
"Trends in Sustainable Smart Cities and Territories","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-36957-5","Luis Fernando Castillo OssaGustavo IsazaÓscar CardonaOmar Danilo CastrillónJuan Manuel Corchado RodriguezFernando De la Prieta Pintado","2023","http://link.springer.com/book/10.1007/978-3-031-36957-5","Book"
"Research and Innovation Forum 2021","Springer Proceedings in Complexity","","","","10.1007/978-3-030-84311-3","Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi","2021","http://link.springer.com/book/10.1007/978-3-030-84311-3","Book"
"Strategic Innovative Marketing and Tourism","Springer Proceedings in Business and Economics","","","","10.1007/978-3-030-12453-3","Prof. Androniki KavouraProf. Efstathios KefallonitisApostolos Giovanis","2019","http://link.springer.com/book/10.1007/978-3-030-12453-3","Book"
"Visualizations and Dashboards for Learning Analytics","Advances in Analytics for Learning and Teaching","","","","10.1007/978-3-030-81222-5","Muhittin SahinDirk Ifenthaler","2021","http://link.springer.com/book/10.1007/978-3-030-81222-5","Book"
"Modern Artificial Intelligence and Data Science","Studies in Computational Intelligence","","","","10.1007/978-3-031-33309-5","Abdellah Idrissi","2023","http://link.springer.com/book/10.1007/978-3-031-33309-5","Book"
"Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79457-6","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79457-6","Book"
"Design, Learning, and Innovation","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-06675-7","Eva BrooksJeanette SjöbergAnders Kalsgaard Møller","2022","http://link.springer.com/book/10.1007/978-3-031-06675-7","Book"
"Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-43670-3","Erlend AlfnesAnita RomsdalJan Ola StrandhagenGregor von CieminskiDavid Romero","2023","http://link.springer.com/book/10.1007/978-3-031-43670-3","Book"
"Computational Science – ICCS 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50423-6","Dr. Valeria V. KrzhizhanovskayaDr. Gábor ZávodszkyMichael H. LeesProf. Jack J. DongarraProf. Dr. Peter M. A. SlootSérgio BrissosJoão Teixeira","2020","http://link.springer.com/book/10.1007/978-3-030-50423-6","Book"
"Knowledge Science, Engineering and Management","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10986-7","Gerard MemmiBaijian YangProf. Linghe KongTianwei ZhangProf. Dr. Meikang Qiu","2022","http://link.springer.com/book/10.1007/978-3-031-10986-7","Book"
"Natural Language Processing and Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-08473-7","Paolo RossoValerio BasileRaquel MartínezElisabeth MétaisFarid Meziane","2022","http://link.springer.com/book/10.1007/978-3-031-08473-7","Book"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-45002-1","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-45002-1","Book"
"The Future of Smart Production for SMEs","","","","","10.1007/978-3-031-15428-7","Ole MadsenUlrich BergerCharles MøllerAstrid Heidemann LassenBrian Vejrum WaehrensCasper Schou","2023","http://link.springer.com/book/10.1007/978-3-031-15428-7","Book"
"Recommender Systems Handbook","","","","","10.1007/978-1-0716-2197-4","Dr. Francesco RicciProf. Lior RokachProf. Bracha Shapira","2022","http://link.springer.com/book/10.1007/978-1-0716-2197-4","Book"
"Experimental IR Meets Multilinguality, Multimodality, and Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-13643-6","Alberto Barrón-CedeñoGiovanni Da San MartinoMirko Degli EspostiFabrizio SebastianiCraig MacdonaldGabriella PasiAllan HanburyMartin PotthastGuglielmo FaggioliNicola Ferro","2022","http://link.springer.com/book/10.1007/978-3-031-13643-6","Book"
"Encyclopedia of Big Data","","","","","10.1007/978-3-319-32010-6","Laurie A. SchintlerConnie L. McNeely","2022","http://link.springer.com/referencework/10.1007/978-3-319-32010-6","ReferenceWork"
"The Development of an Artificial Intelligence Assistant for Participatory Design in the Engineering Design Educational Environment","The Impact of the 4th Industrial Revolution on Engineering Education","","","","10.1007/978-3-030-40274-7_36","Yu-Hung ChienHsien-Sheng HsiaoYu-Shan ChangChun-Kai Yao","2020","http://link.springer.com/chapter/10.1007/978-3-030-40274-7_36","Chapter"
"African Handbook of Climate Change Adaptation","","","","","10.1007/978-3-030-45106-6","Prof. Nicholas OgugeProf. Desalegn AyalProf. Lydia AdelekeProf. Izael da Silva","2021","http://link.springer.com/referencework/10.1007/978-3-030-45106-6","ReferenceWork"
"Culture and Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34732-0","Matthias Rauterberg","2023","http://link.springer.com/book/10.1007/978-3-031-34732-0","Book"
"Body of Knowledge for Modeling and Simulation","Simulation Foundations, Methods and Applications","","","","10.1007/978-3-031-11085-6","Tuncer ÖrenBernard P. ZeiglerAndreas Tolk","2023","http://link.springer.com/book/10.1007/978-3-031-11085-6","Book"
"The Proposed Artificial Intelligence Act and Subsequent ‘Compromise’ Proposals: Commission, Council, Parliament","EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act","","","","10.1007/978-3-031-27953-9_8","Nikos Th. Nikolinakos","2023","http://link.springer.com/chapter/10.1007/978-3-031-27953-9_8","Chapter"
