Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Digital Assets for Project-Based Studies and Project Management","Information Technology for Management: Towards Business Excellence","","","","10.1007/978-3-030-71846-6_1","Gloria J. Miller","2021","http://link.springer.com/chapter/10.1007/978-3-030-71846-6_1","Chapter"
"The Co-design Process for Interactive Tools for Predicting Polygenic Risk Scores","HCI International 2023 Posters","","","","10.1007/978-3-031-35989-7_25","Amaan ZubairiDalal AlDossaryMariam M. AlEissaAreej Al-Wabil","2023","http://link.springer.com/chapter/10.1007/978-3-031-35989-7_25","Chapter"
"Innovative Design of Chinese Traditional Textile Patterns Based on Conditional Generative Adversarial Network","Culture and Computing","","","","10.1007/978-3-031-05434-1_15","Miao LiuBinbin Zhou","2022","http://link.springer.com/chapter/10.1007/978-3-031-05434-1_15","Chapter"
"Implementation of Sentiment Analysis in Chatbots in Spanish to Detect Signs of Mental Health Problems","New Perspectives in Software Engineering","","","","10.1007/978-3-031-20322-0_14","Eduardo Aguilar YáñezSodel Vazquez ReyesJuan F. Rivera GómezPerla Velasco ElizondoAlejandro Mauricio GonzalezAlejandra García Hernández","2023","http://link.springer.com/chapter/10.1007/978-3-031-20322-0_14","Chapter"
"Factors Affecting the Quality of Network Services in Emerging Telecoms Operating Environment and Markets","16th WCEAM Proceedings","","","","10.1007/978-3-031-25448-2_51","Charles OkeyiaNuno Marques de Almeida","2023","http://link.springer.com/chapter/10.1007/978-3-031-25448-2_51","Chapter"
"Exploration of Human-Robot Collaboration Methods for Iterative Design Optimization of Paper Airplanes","Human-Friendly Robotics 2022","","","","10.1007/978-3-031-22731-8_10","Nana ObayashiKai JungeJosie Hughes","2023","http://link.springer.com/chapter/10.1007/978-3-031-22731-8_10","Chapter"
"Collaborative Metacognitive Technique in Smart Tutoring System","Digital Technologies and Applications","","","","10.1007/978-3-030-73882-2_58","Hibbi Fatima-ZohraAbdoun OtmanHaimoudi Elkhatir","2021","http://link.springer.com/chapter/10.1007/978-3-030-73882-2_58","Chapter"
"Hybridisation of IT Project Management Methodologies. Complementary or Contradictory?","Advances in Intelligent Systems and Computing V","","","","10.1007/978-3-030-63270-0_22","Sergey BushuyevVictoria BushuievaDenis BushuievNanaliya Bushuyeva","2021","http://link.springer.com/chapter/10.1007/978-3-030-63270-0_22","Chapter"
"Improv-Structure: Exploring Improvisation in Collective Human-Robot Construction","Trends on Construction in the Digital Era","","","","10.1007/978-3-031-20241-4_16","Isla Xi HanStefana Parascho","2023","http://link.springer.com/chapter/10.1007/978-3-031-20241-4_16","Chapter"
"An Analysis and Evaluation of the Design Space for Online Job Hunting and Recruitment Software","HCI in Business, Government and Organizations","","","","10.1007/978-3-030-77750-0_23","Bowen HuiEileen WoodCarlos Khalil","2021","http://link.springer.com/chapter/10.1007/978-3-030-77750-0_23","Chapter"
"Facilitating User Involvement in a Large IT Project: A Comparison of Facilitators’ Perspectives on Process, Role and Personal Practice","Human-Computer Interaction – INTERACT 2021","","","","10.1007/978-3-030-85616-8_14","Øivind Klungseth ZahlsenDag SvanæsYngve Dahl","2021","http://link.springer.com/chapter/10.1007/978-3-030-85616-8_14","Chapter"
"An Attempt to Counter Agism in Gerontechnology Through the Engagement of Older Adults in the Development of Wisdom of Age","Information and Communication Technologies for Ageing Well and e-Health","","","","10.1007/978-3-031-37496-8_7","Katja Antonia RießenbergerSabina MisochSamira-Salomé HüslerDamian HedingerLeen StulensBogdan GhermanSanne Broeder","2023","http://link.springer.com/chapter/10.1007/978-3-031-37496-8_7","Chapter"
"Intent Detection for Virtual Reality Architectural Design","Product Lifecycle Management. PLM in Transition Times: The Place of Humans and Transformative Technologies","","","","10.1007/978-3-031-25182-5_41","Romain GuillaumeJérôme PailhèsElise GruhierXavier LavilleYvan BaudinRuding Lou","2023","http://link.springer.com/chapter/10.1007/978-3-031-25182-5_41","Chapter"
"Addressing Yakutsk’s Pressing Architectural Challenges with Smart City Technologies: Innovative Design Solutions","Industrial and Civil Construction 2022","","","","10.1007/978-3-031-44432-6_38","A. I. Borisov","2024","http://link.springer.com/chapter/10.1007/978-3-031-44432-6_38","Chapter"
"Monitoring System for Detecting Non-inclusive Situations in Smart Cities","Trends in Sustainable Smart Cities and Territories","","","","10.1007/978-3-031-36957-5_35","Sebastian Lopez FlorezAlfonso González BrionesJuan PavónRubén Fuentes-FernándezJuan Manuel Corchado","2023","http://link.springer.com/chapter/10.1007/978-3-031-36957-5_35","Chapter"
"Personalized Exergaming for the Elderly Through an Adaptive Exergame Platform","Intelligent Sustainable Systems","","","","10.1007/978-981-19-7663-6_18","Christos GoumopoulosChristos Karapapas","2023","http://link.springer.com/chapter/10.1007/978-981-19-7663-6_18","Chapter"
"Executable Documentation: From Documentation Languages to Purpose-Specific Languages","Leveraging Applications of Formal Methods, Verification and Validation. Software Engineering","","","","10.1007/978-3-031-19756-7_10","Tim TegelerSteve BoßelmannJonas SchürmannSteven SmythSebastian TeumertBernhard Steffen","2022","http://link.springer.com/chapter/10.1007/978-3-031-19756-7_10","Chapter"
"Human-Computer Collaborative Interaction Design of Intelligent Vehicle—A Case Study of HMI of Adaptive Cruise Control","HCI in Mobility, Transport, and Automotive Systems","","","","10.1007/978-3-030-78358-7_21","Yujia LiuJun ZhangYang LiPreben HansenJianmin Wang","2021","http://link.springer.com/chapter/10.1007/978-3-030-78358-7_21","Chapter"
"Defending Environmental Competence: A Moral Principle for Data Use","Services Computing – SCC 2022","","","","10.1007/978-3-031-23515-3_4","Zhao LiWen WangHonggui HeJingyi Cui","2022","http://link.springer.com/chapter/10.1007/978-3-031-23515-3_4","Chapter"
"Blockchain and IoT Enhanced Clinical Workflow","Artificial Intelligence in Medicine","","","","10.1007/978-3-031-09342-5_40","Manan ShuklaJianjing LinOshani Seneviratne","2022","http://link.springer.com/chapter/10.1007/978-3-031-09342-5_40","Chapter"
"Co-designed Social Robotic System in Si-Robotics Project","Ambient Assisted Living","","","","10.1007/978-3-031-08838-4_13","Niccolò CasidduFrancesco BurlandoClaudia PorfirioneAnnapaola Vacanti","2022","http://link.springer.com/chapter/10.1007/978-3-031-08838-4_13","Chapter"
"An Exploration of Automatic Speech Recognition Within a Nordic Context","Universal Access in Human-Computer Interaction","","","","10.1007/978-3-031-35681-0_19","Silja VaseGerd Berget","2023","http://link.springer.com/chapter/10.1007/978-3-031-35681-0_19","Chapter"
"Exploring Future Tools for Supporting Remote Collaborative Prototyping Process","[   ] With Design: Reinventing Design Modes","","","","10.1007/978-981-19-4472-7_181","Xinhui YeJoep FrensJun Hu","2022","http://link.springer.com/chapter/10.1007/978-981-19-4472-7_181","Chapter"
"Luminiferous Funeral","Data and Information in Online Environments","","","","10.1007/978-3-030-77417-2_24","Sarah VollmerRacelar Ho","2021","http://link.springer.com/chapter/10.1007/978-3-030-77417-2_24","Chapter"
"Designing for Self-directed Learning: Co-creating a Demokit with Older Adults","Human Aspects of IT for the Aged Population","","","","10.1007/978-3-031-34866-2_1","Katerina CernaClaudia MüllerMartin HunkerFlorian HitpassDavid Randall","2023","http://link.springer.com/chapter/10.1007/978-3-031-34866-2_1","Chapter"
"Digital Design Tools in Polish Architectural Practice Against the Backdrop of Developed European States","Advances in Human Factors in Architecture, Sustainable Urban Planning and Infrastructure","","","","10.1007/978-3-030-80710-8_13","Wojciech BonenbergAgata BonenbergXia WeiShoufang Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-80710-8_13","Chapter"
"A Study of Collaborative Analogical Design Methods in the Crowdsourcing Context","[   ] With Design: Reinventing Design Modes","","","","10.1007/978-981-19-4472-7_220","Han LuJiang Xu","2022","http://link.springer.com/chapter/10.1007/978-981-19-4472-7_220","Chapter"
"A Method for Co-designing Immersive VR Environments with Users Excluded from the Main Technological Discourse","Digital Interaction and Machine Intelligence","","","","10.1007/978-3-031-37649-8_18","Wiesław KopećAnna JaskulskaBarbara KarpowiczGrzegorz PochwatkoMonika KornackaKinga Skorupska","2023","http://link.springer.com/chapter/10.1007/978-3-031-37649-8_18","Chapter"
"Recent Development Techniques on Digital Twins for Manufacturing: State of the Art","Advances in Integrated Design and Production II","","","","10.1007/978-3-031-23615-0_8","Ghayth GandouziImen BelhadjMoncef HammadiNizar AifaouiJean-Yves Choley","2023","http://link.springer.com/chapter/10.1007/978-3-031-23615-0_8","Chapter"
"Density as Opportunity: Rethinking Housing Equality in São Paulo","Design for Resilient Communities","","","","10.1007/978-3-031-36640-6_41","Livia Catao Cartaxo LoureiroDavi De Lima Vaz Xavier","2023","http://link.springer.com/chapter/10.1007/978-3-031-36640-6_41","Chapter"
"Towards Diagnostic Support of Hyperactivity in Adults with ADHD Using a Virtual Reality Based Continuous Performance Test and Motion Sensor Data","Pervasive Computing Technologies for Healthcare","","","","10.1007/978-3-030-99194-4_31","Tobias Delcour JensenWeronika Katarzyna KorbuttGeorgi Petrov NedelevBrian Bemman","2022","http://link.springer.com/chapter/10.1007/978-3-030-99194-4_31","Chapter"
"HCI Four Waves Within Different Interaction Design Examples","Human Work Interaction Design. Artificial Intelligence and Designing for a Positive Work Experience in a Low Desire Society","","","","10.1007/978-3-031-02904-2_4","Arminda Guerra Lopes","2022","http://link.springer.com/chapter/10.1007/978-3-031-02904-2_4","Chapter"
"Stakeholder-Driven Conceptualization of Open Innovation Approaches in the SYNERGY Project","Sustainable Design and Manufacturing 2020","","","","10.1007/978-981-15-8131-1_28","Janin FauthClarissa MarquardtGiulia Di BariNicola RauleJohanna Lisa RoncoSteffen G. Scholz","2021","http://link.springer.com/chapter/10.1007/978-981-15-8131-1_28","Chapter"
"User Experience of PLM-Systems Analysis of the Current State of Research","Product Lifecycle Management. Green and Blue Technologies to Support Smart and Sustainable Organizations","","","","10.1007/978-3-030-94335-6_30","Steck PhilippNyffenegger Felix","2022","http://link.springer.com/chapter/10.1007/978-3-030-94335-6_30","Chapter"
"Learning Analytics for Knowledge Creation and Inventing in K-12: A Systematic Review","Intelligent Computing","","","","10.1007/978-3-031-10467-1_15","Mikko-Ville ApiolaSofia LipponenAino SeitamaaTiina KorhonenKai Hakkarainen","2022","http://link.springer.com/chapter/10.1007/978-3-031-10467-1_15","Chapter"
"Rethinking Pension Communication – The Role of Metaphors in Information Visualization","Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. Health, Operations Management, and Design","","","","10.1007/978-3-031-06018-2_29","Kay SchröderSteffi KohlFrederique de JonghMarco PutzuMartina ZiefleAndré Calero Valdez","2022","http://link.springer.com/chapter/10.1007/978-3-031-06018-2_29","Chapter"
"Co-design the Acceptability of Wearables in the Healthcare Field","IoT Technologies for Health Care","","","","10.1007/978-3-030-99197-5_2","Paolo PeregoMartina ScagnoliRoberto Sironi","2022","http://link.springer.com/chapter/10.1007/978-3-030-99197-5_2","Chapter"
"Hybridization of Project Management Methodologies.  Complementary or Contradictory?","Project Management in the Digital Transformation Era","","","","10.1007/978-3-031-34629-3_18","Sergey Neizvestny","2023","http://link.springer.com/chapter/10.1007/978-3-031-34629-3_18","Chapter"
"3D Digital Heritage and Historical Storytelling: Outcomes from the Interreg EMR Terra Mosana Project","Culture and Computing","","","","10.1007/978-3-031-05434-1_17","Muriel van RuymbekeEslam NofalRoland Billen","2022","http://link.springer.com/chapter/10.1007/978-3-031-05434-1_17","Chapter"
"Serious Games for Autism Based on Immersive Virtual Reality: A Lens on Methodological and Technological Challenges","Methodologies and Intelligent Systems for Technology Enhanced Learning, 12th International Conference","","","","10.1007/978-3-031-20617-7_23","Vita Santa BarlettaFederica CarusoTania Di MascioAntonio Piccinno","2023","http://link.springer.com/chapter/10.1007/978-3-031-20617-7_23","Chapter"
"Immerse Yourself in ASPIRE - Adding Persuasive Technology Methodology to the ASPIRE Framework","Mobility for Smart Cities and Regional Development - Challenges for Higher Education","","","","10.1007/978-3-030-93907-6_116","Michael TaylorHeather WharradStathis Konstantinidis","2022","http://link.springer.com/chapter/10.1007/978-3-030-93907-6_116","Chapter"
"Exploring Mobile Co-design in the Context of Use Continuous Elicitation and Evaluation of Design Suggestions","Human-Computer Interaction. Theoretical Approaches and Design Methods","","","","10.1007/978-3-031-05311-5_23","Malin WikLinda Bergkvist","2022","http://link.springer.com/chapter/10.1007/978-3-031-05311-5_23","Chapter"
"Grätzelbot: Social Companion Technology for Community Building among University Freshmen","Chatbot Research and Design","","","","10.1007/978-3-030-68288-0_8","Christian LöwLukas MoshuberAlbert Rafetseder","2021","http://link.springer.com/chapter/10.1007/978-3-030-68288-0_8","Chapter"
"Expert-Centered Design Recommendations to Promote Engagement in Authoring Activities of Adaptive Learning Technologies","Augmented Intelligence and Intelligent Tutoring Systems","","","","10.1007/978-3-031-32883-1_13","Emmanuel G. Blanchard","2023","http://link.springer.com/chapter/10.1007/978-3-031-32883-1_13","Chapter"
"Automatically Classifying Kano Model Factors in App Reviews","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-031-29786-1_17","Michelle BinderAnnika VogtAdrian BajraktariAndreas Vogelsang","2023","http://link.springer.com/chapter/10.1007/978-3-031-29786-1_17","Chapter"
"Research and Development of Integrated Design System for Drilling Engineering","Proceedings of the International Field Exploration and Development Conference 2022","","","","10.1007/978-981-99-1964-2_206","Er-xin AiQi LiZhi-kun LiuLiu-peng Wang","2023","http://link.springer.com/chapter/10.1007/978-981-99-1964-2_206","Chapter"
"Exploring the Reciprocal Emotional Interaction Between Humans and Affective Technology Through Design Fictions and “Speculative Entanglement”","Collaboration Technologies and Social Computing","","","","10.1007/978-3-031-42141-9_3","Hong YangChing-Yang LinChung-Ching HuangYing-Yu Chen","2023","http://link.springer.com/chapter/10.1007/978-3-031-42141-9_3","Chapter"
"Software Design and Development of an Appointment Booking System: A Design Study","Body Area Networks. Smart IoT and Big Data for Intelligent Health Management","","","","10.1007/978-3-030-95593-9_21","Kamarin MerrittShichao Zhao","2022","http://link.springer.com/chapter/10.1007/978-3-030-95593-9_21","Chapter"
"Design Research Need in Helping to Address International Conflict Intersections in Southeast Asia","[   ] With Design: Reinventing Design Modes","","","","10.1007/978-981-19-4472-7_38","Emmanuel TseklevesHelena VarkkeyElisabeth RianawatiClarissa Ai Ling LeeMariana Fonseca BragaMohd Talib LatifSaut SagalaChun Sheng Goh","2022","http://link.springer.com/chapter/10.1007/978-981-19-4472-7_38","Chapter"
"Development Strategies of Intelligent Automotive Industry Under the Background of Increasing Demand for Computational Capacity","Proceedings of China SAE Congress 2022: Selected Papers","","","","10.1007/978-981-99-1365-7_9","Wang ZhangFuquan ZhaoZongwei Liu","2023","http://link.springer.com/chapter/10.1007/978-981-99-1365-7_9","Chapter"
"Integrating Existing Knowledge to Accelerate Buildings Renovation Rates in Europe","Decision Support Systems XIII. Decision Support Systems in An Uncertain World: The Contribution of Digital Twins","","","","10.1007/978-3-031-32534-2_10","Charikleia KarakostaZoi MylonaJason PapathanasiouJohn Psarras","2023","http://link.springer.com/chapter/10.1007/978-3-031-32534-2_10","Chapter"
"Gamification Operation Design Method for Supply Chain Collaboration","Collaborative Networks in Digitalization and Society 5.0","","","","10.1007/978-3-031-42622-3_28","Ming ZhuJuanqiong GouXiaowei Zhang","2023","http://link.springer.com/chapter/10.1007/978-3-031-42622-3_28","Chapter"
"PMFRO: Personalized Men’s Fashion Recommendation Using Dynamic Ontological Models","Hybrid Intelligent Systems","","","","10.1007/978-3-031-27409-1_9","S. ArunkumarGerard DeepakJ. Sheeba PriyadarshiniA. Santhanavijayan","2023","http://link.springer.com/chapter/10.1007/978-3-031-27409-1_9","Chapter"
"A Concept and a Multitenant Web Application for Interactive Software Architecture Analysis","Enterprise Design, Operations, and Computing. EDOC 2022 Workshops","","","","10.1007/978-3-031-26886-1_16","Stefan GudenkaufUwe BachmannNiklas Hartmann","2023","http://link.springer.com/chapter/10.1007/978-3-031-26886-1_16","Chapter"
"Scientific Metrological Analysis of Government Services Based on Big Data Analysis and Visualization Software Driven by Information Technology","Applied Intelligence and Informatics","","","","10.1007/978-3-030-82269-9_20","Wei-Keng ZhouYan-Tong LinZhi-Xiang ZhouXin BaiYi-Lin YuYu-Wen Pan","2021","http://link.springer.com/chapter/10.1007/978-3-030-82269-9_20","Chapter"
"Encouraging Teacher-Sourcing of Social Recommendations Through Participatory Gamification Design","Intelligent Tutoring Systems","","","","10.1007/978-3-030-80421-3_46","Elad YacobsonArmando TodaAlexandra I. CristeaGiora Alexandron","2021","http://link.springer.com/chapter/10.1007/978-3-030-80421-3_46","Chapter"
"Value Proposal: A Participatory Brand Construction Model","Intelligent Sustainable Systems","","","","10.1007/978-981-19-7663-6_44","Carlos Borja-GaleasHugo Arias-Flores","2023","http://link.springer.com/chapter/10.1007/978-981-19-7663-6_44","Chapter"
"Human-Computer Interaction Challenges and Opportunities in the Arab World Design Education","HCI International 2022 – Late Breaking Posters","","","","10.1007/978-3-031-19679-9_23","Reejy Atef Abdelatty Mikhail","2022","http://link.springer.com/chapter/10.1007/978-3-031-19679-9_23","Chapter"
"Consumer Engagement in the Design of PLM Systems: A Review of Best Practices","Advances in Production Management Systems. Production Management Systems for Responsible Manufacturing, Service, and Logistics Futures","","","","10.1007/978-3-031-43662-8_27","Uchechukwu NwoguRichard Evans","2023","http://link.springer.com/chapter/10.1007/978-3-031-43662-8_27","Chapter"
"Lessons Learned from Demonstrating Smart and Green Charging in an Urban Living Lab","Advanced Information Networking and Applications","","","","10.1007/978-3-030-99619-2_58","Shanshan JiangMarit NatvigSvein HallsteinsenKaren Byskov Lindberg","2022","http://link.springer.com/chapter/10.1007/978-3-030-99619-2_58","Chapter"
"Deep Efficient Neural Networks for Explainable COVID-19 Detection on CXR Images","Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices","","","","10.1007/978-3-030-79457-6_29","Mohamed ChetouiMoulay A. Akhloufi","2021","http://link.springer.com/chapter/10.1007/978-3-030-79457-6_29","Chapter"
"“Megaprojects to Mega-Uncertainty” Is About Risk Management to Perform","Climate Emergency – Managing, Building , and Delivering the Sustainable Development Goals","","","","10.1007/978-3-030-79450-7_22","Charlene ChatelierAdekunle S. OyegokeSaheed AjayiJohn Heathcote","2022","http://link.springer.com/chapter/10.1007/978-3-030-79450-7_22","Chapter"
"Using Generative Design Technologies to Create Park Area Layouts for Urban Improvement","Creativity in Intelligent Technologies and Data Science","","","","10.1007/978-3-031-44615-3_39","Nikolay RashevskiyDanila ParyginArtem ShcherbakovNikita ShlyannikovVasily Shlyannikov","2023","http://link.springer.com/chapter/10.1007/978-3-031-44615-3_39","Chapter"
"Research and Application of Key Technologies of Nuclear Power Civil Engineering Design Platform","New Energy Power Generation Automation and Intelligent Technology","","","","10.1007/978-981-99-3455-3_38","Fenghua GuanDong ZhaoZhigang ZhouLiang Fu","2023","http://link.springer.com/chapter/10.1007/978-981-99-3455-3_38","Chapter"
"The Observatorio Metropolitano de Agua para Lima-Callao: A Digital Platform for Water and Data Justice","Freedom and Social Inclusion in a Connected World","","","","10.1007/978-3-031-19429-0_36","Fenna Imara HoefslootAndrea JiménezLiliana Miranda SaraLucio Estacio FloresJavier MartinezKarin Pfeffer","2022","http://link.springer.com/chapter/10.1007/978-3-031-19429-0_36","Chapter"
"Innovation Strategies and Research Trends for Connected, Cooperative and Automated Mobility in Europe","Road Vehicle Automation 10","","","","10.1007/978-3-031-34757-3_8","Carolin ZachäusStephane Dreher","2023","http://link.springer.com/chapter/10.1007/978-3-031-34757-3_8","Chapter"
"Understanding the Roles of Intelligent Product-Customization Systems Through Expert Interviews","[   ] With Design: Reinventing Design Modes","","","","10.1007/978-981-19-4472-7_76","Bokyung LeeDaniel Saakes","2022","http://link.springer.com/chapter/10.1007/978-981-19-4472-7_76","Chapter"
"Investigating the Psychological Impact of Emotion Visualization and Heart Rate Sharing in Online Communication","Distributed, Ambient and Pervasive Interactions","","","","10.1007/978-3-031-34668-2_12","Riko HorikawaTatsuo NakajimaBruce Ferwerda","2023","http://link.springer.com/chapter/10.1007/978-3-031-34668-2_12","Chapter"
"Understanding People’s Expectations When Designing a Chatbot for Cancer Patients","Chatbot Research and Design","","","","10.1007/978-3-030-94890-0_3","Beatriz FélixJorge Ribeiro","2022","http://link.springer.com/chapter/10.1007/978-3-030-94890-0_3","Chapter"
"User Requirements for Accessible Digital Pretend Play Interventions for Children with Autism Spectrum Disorders: A Human Centered Design Approach","Universal Access in Human-Computer Interaction","","","","10.1007/978-3-031-35681-0_35","Louisa BremnerDuke GledhillJo Jolliffe Wood","2023","http://link.springer.com/chapter/10.1007/978-3-031-35681-0_35","Chapter"
"Design and Evaluation of a Serious Game to Supplement Pupils’ Understanding of Molecular Structures in Chemistry","Serious Games","","","","10.1007/978-3-030-88272-3_19","Thomas BjørnerLouise Gaard HansenMiicha ValimaaJulie Ulnits SørensenMircea Dobre","2021","http://link.springer.com/chapter/10.1007/978-3-030-88272-3_19","Chapter"
"Design of Digital Therapeutic Workshops for People with Alzheimer’s Disease","Universal Access in Human-Computer Interaction. Design Methods and User Experience","","","","10.1007/978-3-030-78092-0_24","Anne-Marie Dery-PinnaAlain GiboinPhilippe Renevier-Gonin","2021","http://link.springer.com/chapter/10.1007/978-3-030-78092-0_24","Chapter"
"Imageability-Based Multi-modal Analysis of Urban Environments for Architects and Artists","Image Analysis and Processing. ICIAP 2022 Workshops","","","","10.1007/978-3-031-13321-3_18","Theodora PistolaNefeli GeorgakopoulouAlexander ShvetsKonstantinos ChatzistavrosVasileios-Rafail XefterisAlba Táboas GarcíaIlias KoulalisSotiris DiplarisLeo WannerStefanos VrochidisIoannis Kompatsiaris","2022","http://link.springer.com/chapter/10.1007/978-3-031-13321-3_18","Chapter"
"How Do Different Types of Testing Goals Affect Test Case Design?","Testing Software and Systems","","","","10.1007/978-3-031-43240-8_7","Dia IstanbulyMax ZimmerGregory Gay","2023","http://link.springer.com/chapter/10.1007/978-3-031-43240-8_7","Chapter"
"Delay Analysis of Residential Construction by Using Augmented Reality and Virtual Reality","Advances in Construction Materials and Management","","","","10.1007/978-981-99-2552-0_4","Raghavendra S. SikarwarAbhaysinha G. Shelake","2023","http://link.springer.com/chapter/10.1007/978-981-99-2552-0_4","Chapter"
"Genetic K-Means Adaption Algorithm for Clustering Stakeholders in System Requirements","Advanced Machine Learning Technologies and Applications","","","","10.1007/978-3-030-69717-4_21","Omar ReyadWathiq H. DukhanM. H. MarghnyElnomery A. Zanaty","2021","http://link.springer.com/chapter/10.1007/978-3-030-69717-4_21","Chapter"
"Report on the 4th Global Summit of Research Institutes for Disaster Risk Reduction (4thGSRIDRR2019)","Proceedings of the 4th Global Summit of Research Institutes for Disaster Risk Reduction","","","","10.1007/978-981-19-5566-2_1","Hirokazu TatanoAndrew CollinsWilma James","2023","http://link.springer.com/chapter/10.1007/978-981-19-5566-2_1","Chapter"
"GeneRobot: How Participatory Development of Social Robots for Assisted Living Brings Generations Together","Social Robotics","","","","10.1007/978-3-031-24670-8_44","Caterina NeefKatharina LindenSophie KillmannJulia ArndtNathalie WeßelsAnja Richert","2022","http://link.springer.com/chapter/10.1007/978-3-031-24670-8_44","Chapter"
"The Case for Applied Degree Education: The Future of Learning for the New World of Work","Applied Degree Education and the Future of Learning","","","","10.1007/978-981-16-9812-5_1","Christina Hong","2022","http://link.springer.com/chapter/10.1007/978-981-16-9812-5_1","Chapter"
"Development, Evaluation and Assessment of Assistive Technologies","Computers Helping People with Special Needs","","","","10.1007/978-3-031-08645-8_30","Susanne DirksChristian BühlerPeter HeumaderKlaus Miesenberger","2022","http://link.springer.com/chapter/10.1007/978-3-031-08645-8_30","Chapter"
"The UK Transforming the Foundation Industries Research and Innovation Hub (TransFIRe)","REWAS 2022: Developing Tomorrow’s Technical Cycles (Volume I)","","","","10.1007/978-3-030-92563-5_35","Mark JollyAnne P. M. VelenturfKonstantinos SalonitisSanjooram Paddea","2022","http://link.springer.com/chapter/10.1007/978-3-030-92563-5_35","Chapter"
"Effective Change Management and Continues Improvements on Smart Governments","Reliability and Statistics in Transportation and Communication","","","","10.1007/978-3-031-26655-3_34","Ioseb GabelaiaAbdelra Sherif","2023","http://link.springer.com/chapter/10.1007/978-3-031-26655-3_34","Chapter"
"Extreme Citizen Science Contributions to the Sustainable Development Goals: Challenges and Opportunities for a Human-Centred Design Approach","Sense, Feel, Design","","","","10.1007/978-3-030-98388-8_3","Artemis SkarlatidouDilek FraislYaqian WuLinda SeeMuki Haklay","2022","http://link.springer.com/chapter/10.1007/978-3-030-98388-8_3","Chapter"
"Face Masks as Awareness and Engagement Platforms","Advances in Human Factors and Ergonomics in Healthcare and Medical Devices","","","","10.1007/978-3-030-80744-3_77","Leo ChristenTami FarberNicholas Caporusso","2021","http://link.springer.com/chapter/10.1007/978-3-030-80744-3_77","Chapter"
"The Role of Enabling Technologies from Industry 4.0 in the Formulation of Public Policies for Smart Cities","Quality Innovation and Sustainability","","","","10.1007/978-3-031-12914-8_10","Pedro Henrique Souza da SilvaMarcelo Albuquerque de OliveiraGabriela de Mattos VerenozeRaimundo Kennedy Vieira","2023","http://link.springer.com/chapter/10.1007/978-3-031-12914-8_10","Chapter"
"Consolidating Academic and Practical Guidelines for Digital Transformation","Business Information Systems Workshops","","","","10.1007/978-3-031-04216-4_25","Ziboud Van VeldhovenJan Vanthienen","2022","http://link.springer.com/chapter/10.1007/978-3-031-04216-4_25","Chapter"
"Software Project Management Approaches Used in the Context of Agile Development: A Systematic Literature Mapping","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-031-36597-3_4","Elielton da Costa CarvalhoSandro Ronaldo Bezerra Oliveira","2023","http://link.springer.com/chapter/10.1007/978-3-031-36597-3_4","Chapter"
"Digital Technologies Assisting Migrant Population Overcome Language Barriers: The Case of the EasyRights Research Project","Learning and Collaboration Technologies: New Challenges and Learning Experiences","","","","10.1007/978-3-030-77889-7_8","Eleftheria NteliouJacques KoremanInna TolskayaOlga Kehagia","2021","http://link.springer.com/chapter/10.1007/978-3-030-77889-7_8","Chapter"
"The Application Practice of BIM Technology in Prefabricated Building Design","Big Data Analytics for Cyber-Physical System in Smart City","","","","10.1007/978-981-33-4572-0_56","Lili PengYundi PengJuan Pan","2021","http://link.springer.com/chapter/10.1007/978-981-33-4572-0_56","Chapter"
"Service Design for the Nursing Home in Post-pandemic Era","[   ] With Design: Reinventing Design Modes","","","","10.1007/978-981-19-4472-7_168","Bo GaoHuihua Zhang","2022","http://link.springer.com/chapter/10.1007/978-981-19-4472-7_168","Chapter"
"Data Security as a Top Priority in the Digital World: Preserve Data Value by Being Proactive and Thinking Security First","Research and Innovation Forum 2022","","","","10.1007/978-3-031-19560-0_1","Anastasija Nikiforova","2023","http://link.springer.com/chapter/10.1007/978-3-031-19560-0_1","Chapter"
"Lessons Learned in Developing a Patient-Centered Website to Support Stroke Patients and Caregivers During Transitions of Care","Design, User Experience, and Usability:  Design for Diversity, Well-being, and Social Development","","","","10.1007/978-3-030-78224-5_31","Michele C. FritzSarah J. SwierengaPaul P. FreddolinoConstantinos K. CoursarisAmanda T. WoodwardMatthew J. Reeves","2021","http://link.springer.com/chapter/10.1007/978-3-030-78224-5_31","Chapter"
"Application of Game Theory for Decisions Making on the Development of IT Products","Lecture Notes in Computational Intelligence and Decision Making","","","","10.1007/978-3-030-54215-3_24","Viktor MorozovOlga MezentsevaMaksym Proskurin","2021","http://link.springer.com/chapter/10.1007/978-3-030-54215-3_24","Chapter"
"Exploration and Practice of Digital Transformation of Large Complex Electronic Equipment Enterprises","Proceedings of the Eighth Asia International Symposium on Mechatronics","","","","10.1007/978-981-19-1309-9_119","Kecun BenChangming HuZhanying Feng","2022","http://link.springer.com/chapter/10.1007/978-981-19-1309-9_119","Chapter"
