Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-98012-2","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-98012-2","Book"
"Universal Access in Human-Computer Interaction. Design Methods and User Experience","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78092-0","Dr. Margherita AntonaProf. Constantine Stephanidis","2021","http://link.springer.com/book/10.1007/978-3-030-78092-0","Book"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10545-6","Prof. Dr. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10545-6","Book"
"Innovations in Smart Cities Applications Volume 4","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-66840-2","Prof. Dr. Mohamed Ben AhmedProf. Dr. İsmail Rakıp KarașProf. Dr. Domingos SantosDr. Olga SergeyevaProf. Anouar Abdelhakim Boudhir","2021","http://link.springer.com/book/10.1007/978-3-030-66840-2","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-75078-7","Prof. Leonard BarolliDr. Isaac WoungangDr. Tomoya Enokido","2021","http://link.springer.com/book/10.1007/978-3-030-75078-7","Book"
"Sustainable Energy-Water-Environment Nexus in Deserts","Advances in Science, Technology & Innovation","","","","10.1007/978-3-030-76081-6","Essam HeggyProf. Dr. Dr. h. c. Veronica BermudezDr. Marc Vermeersch","2022","http://link.springer.com/book/10.1007/978-3-030-76081-6","Book"
"Advances in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85713-4","Enrique AlbaGabriel LuqueFrancisco ChicanoDr. Carlos CottaDavid CamachoProf. Manuel Ojeda-AciegoSusana MontesProf. Alicia TroncosoJosé RiquelmeRodrigo Gil-Merino","2021","http://link.springer.com/book/10.1007/978-3-030-85713-4","Book"
"Advances in Data Science and Management","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-5685-9","Prof. Dr. Samarjeet BorahDr. Sambit Kumar MishraDr. Brojo Kishore MishraDr. Valentina Emilia BalasDr. Zdzislaw Polkowski","2022","http://link.springer.com/book/10.1007/978-981-16-5685-9","Book"
"Design, User Experience, and Usability: Theory and Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-319-91797-9","Prof. Aaron MarcusWentao Wang","2018","http://link.springer.com/book/10.1007/978-3-319-91797-9","Book"
"Design, User Experience, and Usability. Interaction Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49713-2","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49713-2","Book"
"Product Lifecycle Management to Support Industry 4.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-01614-2","Paolo ChiabertProf. Abdelaziz BourasProf. Frédéric NoëlJosé Ríos","2018","http://link.springer.com/book/10.1007/978-3-030-01614-2","Book"
"Proceedings of Second International Conference on Sustainable Expert Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-7657-4","Dr. Subarna ShakyaDr. Ke-Lin DuDr. Wang Haoxiang","2022","http://link.springer.com/book/10.1007/978-981-16-7657-4","Book"
"HCI International 2022 Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-06394-7","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2022","http://link.springer.com/book/10.1007/978-3-031-06394-7","Book"
"Knowledge Management in Organisations","Communications in Computer and Information Science","","","","10.1007/978-3-031-07920-7","Prof. Lorna UdenDr. I-Hsien TingBirgit Feldmann","2022","http://link.springer.com/book/10.1007/978-3-031-07920-7","Book"
"Culture and Computing. Design Thinking and Cultural Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77431-8","Prof. Matthias Rauterberg","2021","http://link.springer.com/book/10.1007/978-3-030-77431-8","Book"
"Advances in Mobility-as-a-Service Systems","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-61075-3","Prof. Eftihia G. NathanailDr. Giannis AdamosIoannis Karakikes","2021","http://link.springer.com/book/10.1007/978-3-030-61075-3","Book"
"Cyber Security Intelligence and Analytics","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-97874-7","Prof. Zheng XuSaed AlrabaeeDr. Octavio Loyola-GonzálezDr. Xiaolu ZhangNiken Dwi Wahyu CahyaniNurul Hidayah Ab Rahman","2022","http://link.springer.com/book/10.1007/978-3-030-97874-7","Book"
"Computer Supported Education","Communications in Computer and Information Science","","","","10.1007/978-3-031-14756-2","Beno CsapóJames Uhomoibhi","2022","http://link.springer.com/book/10.1007/978-3-031-14756-2","Book"
"Co-creating for Context in the Transfer and Diffusion of IT","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-17968-6","Amany ElbannaShane McLoughlinYogesh K. DwivediBrian DonnellanDavid Wastell","2022","http://link.springer.com/book/10.1007/978-3-031-17968-6","Book"
"Proceedings of the 7th International Conference on Architecture, Materials and Construction","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-94514-5","Prof. Paulo MendonçaProf. Nuno Dinis Cortiços","2022","http://link.springer.com/book/10.1007/978-3-030-94514-5","Book"
"Universal Access in Human-Computer Interaction. Novel Design Approaches and Technologies","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05028-2","Dr. Margherita AntonaProf. Constantine Stephanidis","2022","http://link.springer.com/book/10.1007/978-3-031-05028-2","Book"
"HCI in Business, Government and Organizations","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50341-3","Dr. Fiona Fui-Hoon NahDr. Keng Siau","2020","http://link.springer.com/book/10.1007/978-3-030-50341-3","Book"
"Research and Innovation Forum 2021","Springer Proceedings in Complexity","","","","10.1007/978-3-030-84311-3","Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi","2021","http://link.springer.com/book/10.1007/978-3-030-84311-3","Book"
"Strategic Innovative Marketing and Tourism","Springer Proceedings in Business and Economics","","","","10.1007/978-3-030-12453-3","Prof. Androniki KavouraProf. Efstathios KefallonitisApostolos Giovanis","2019","http://link.springer.com/book/10.1007/978-3-030-12453-3","Book"
"Advances and Trends in Artificial Intelligence. Artificial Intelligence Practices","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79457-6","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79457-6","Book"
"Design, Learning, and Innovation","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-06675-7","Eva BrooksJeanette SjöbergAnders Kalsgaard Møller","2022","http://link.springer.com/book/10.1007/978-3-031-06675-7","Book"
"Computational Science – ICCS 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50423-6","Dr. Valeria V. KrzhizhanovskayaDr. Gábor ZávodszkyMichael H. LeesProf. Jack J. DongarraProf. Dr. Peter M. A. SlootSérgio BrissosJoão Teixeira","2020","http://link.springer.com/book/10.1007/978-3-030-50423-6","Book"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-45002-1","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-45002-1","Book"
"Knowledge Science, Engineering and Management","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10986-7","Gerard MemmiBaijian YangProf. Linghe KongTianwei ZhangProf. Dr. Meikang Qiu","2022","http://link.springer.com/book/10.1007/978-3-031-10986-7","Book"
"Natural Language Processing and Information Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-08473-7","Paolo RossoValerio BasileRaquel MartínezElisabeth MétaisFarid Meziane","2022","http://link.springer.com/book/10.1007/978-3-031-08473-7","Book"
"Experimental IR Meets Multilinguality, Multimodality, and Interaction","Lecture Notes in Computer Science","","","","10.1007/978-3-031-13643-6","Alberto Barrón-CedeñoGiovanni Da San MartinoMirko Degli EspostiFabrizio SebastianiCraig MacdonaldGabriella PasiAllan HanburyMartin PotthastGuglielmo FaggioliNicola Ferro","2022","http://link.springer.com/book/10.1007/978-3-031-13643-6","Book"
"Information Management and Big Data","Communications in Computer and Information Science","","","","10.1007/978-3-030-46140-9","Juan Antonio Lossio-VenturaNelly Condori-FernandezJorge Carlos Valverde-Rebaza","2020","http://link.springer.com/book/10.1007/978-3-030-46140-9","Book"
"2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-7466-2","Prof. Mohammed AtiquzzamanProf. Dr. Dr. Neil YenProf. Zheng Xu","2022","http://link.springer.com/book/10.1007/978-981-16-7466-2","Book"
"Design Computing and Cognition’20","","","","","10.1007/978-3-030-90625-2","John S. Gero","2022","http://link.springer.com/book/10.1007/978-3-030-90625-2","Book"
"Leveraging Applications of Formal Methods, Verification and Validation","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89159-6","Tiziana MargariaProf. Dr. Bernhard Steffen","2021","http://link.springer.com/book/10.1007/978-3-030-89159-6","Book"
"Designing for Digital Transformation. Co-Creating Services with Citizens and Industry","Lecture Notes in Computer Science","","","","10.1007/978-3-030-64823-7","Sara HofmannProf. Dr. Oliver MüllerProf. Dr. Matti Rossi","2020","http://link.springer.com/book/10.1007/978-3-030-64823-7","Book"
"Pervasive Computing Technologies for Healthcare","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-99194-4","Hadas LewyRefael Barkan","2022","http://link.springer.com/book/10.1007/978-3-030-99194-4","Book"
"Applied Intelligence and Informatics","Communications in Computer and Information Science","","","","10.1007/978-3-030-82269-9","Dr. Mufti MahmudProf. M. Shamim KaiserProf. Nikola KasabovKhan IftekharuddinProf. Dr. Ning Zhong","2021","http://link.springer.com/book/10.1007/978-3-030-82269-9","Book"
"Ludic, Co-design and Tools Supporting Smart Learning Ecosystems and Smart Education","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-3930-2","Prof. Óscar MealhaProf. Mihai DascaluProf. Tania Di Mascio","2022","http://link.springer.com/book/10.1007/978-981-16-3930-2","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85906-0","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85906-0","Book"
"Intelligent Human Systems Integration 2021","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-68017-6","Dr. Dario RussoDr. Tareq AhramProf. Waldemar KarwowskiDr. Giuseppe Di BucchianicoRedha Taiar","2021","http://link.springer.com/book/10.1007/978-3-030-68017-6","Book"
"HCI International 2020 – Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-60703-6","Constantine StephanidisMargherita AntonaStavroula Ntoa","2020","http://link.springer.com/book/10.1007/978-3-030-60703-6","Book"
"Leveraging Applications of Formal Methods, Verification and Validation. Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-031-19762-8","Tiziana MargariaBernhard Steffen","2022","http://link.springer.com/book/10.1007/978-3-031-19762-8","Book"
"Advances in Guidance, Navigation and Control","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-8155-7","Prof. Liang YanProf. Haibin DuanProf. Xiang Yu","2022","http://link.springer.com/book/10.1007/978-981-15-8155-7","Book"
"Virtual, Augmented and Mixed Reality","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77599-5","Jessie Y. C. ChenGino Fragomeni","2021","http://link.springer.com/book/10.1007/978-3-030-77599-5","Book"
"Ambient Assisted Living","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-031-08838-4","Dr. Alice BettelliProf. Andrea MonteriùProf. Luciano Gamberini","2022","http://link.springer.com/book/10.1007/978-3-031-08838-4","Book"
"Information Technology and Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96293-7","Álvaro RochaProf. Carlos FerrásProf. Abel Méndez PorrasEfren Jimenez Delgado","2022","http://link.springer.com/book/10.1007/978-3-030-96293-7","Book"
"Advances in Creativity, Innovation, Entrepreneurship and Communication of Design","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80094-9","Evangelos MarkopoulosProf. Ravindra S. GoonetillekeProf. Amic G. HoYan Luximon","2021","http://link.springer.com/book/10.1007/978-3-030-80094-9","Book"
"Business Process Management: Blockchain, Robotic Process Automation, and Central and Eastern Europe Forum","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-16168-1","Andrea MarrellaRaimundas MatulevičiusRenata GabryelczykBernhard AxmannVesna Bosilj VukšićWalid GaaloulMojca Indihar ŠtembergerAndrea KőQinghua Lu","2022","http://link.springer.com/book/10.1007/978-3-031-16168-1","Book"
"2021 International Conference on Applications and Techniques in Cyber Intelligence","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-79200-8","Prof. Jemal AbawajyDr. Zheng XuDr. Mohammed AtiquzzamanDr. Xiaolu Zhang","2021","http://link.springer.com/book/10.1007/978-3-030-79200-8","Book"
"Advances in Production Management Systems. The Path to Digital Transformation and Innovation of Production Management Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-57993-7","Bojan LalicVidosav MajstorovicDr. Ugljesa MarjanovicGregor von CieminskiDavid Romero","2020","http://link.springer.com/book/10.1007/978-3-030-57993-7","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-10467-1","Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-031-10467-1","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85623-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85623-6","Book"
"Proceedings of the 22nd Engineering Applications of Neural Networks Conference","Proceedings of the International Neural Networks Society","","","","10.1007/978-3-030-80568-5","Prof. Lazaros IliadisJohn MacintyreProf. Chrisina JayneDr. Elias Pimenidis","2021","http://link.springer.com/book/10.1007/978-3-030-80568-5","Book"
"HCI in Games","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05637-6","Xiaowen Fang","2022","http://link.springer.com/book/10.1007/978-3-031-05637-6","Book"
"Information Technology for Management: Business and Social Issues","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-98997-2","Ewa ZiembaWitold Chmielarz","2022","http://link.springer.com/book/10.1007/978-3-030-98997-2","Book"
"Social Robotics","Lecture Notes in Computer Science","","","","10.1007/978-3-031-24667-8","Filippo CavalloJohn-John CabibihanLaura FioriniAlessandra SorrentinoHongsheng HeXiaorui LiuYoshio MatsumotoShuzhi Sam Ge","2022","http://link.springer.com/book/10.1007/978-3-031-24667-8","Book"
"Product Lifecycle Management Enabling Smart X","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-62807-9","Prof. Dr. Felix NyffeneggerJosé RíosLouis RivestProf. Dr. Abdelaziz Bouras","2020","http://link.springer.com/book/10.1007/978-3-030-62807-9","Book"
"Smart Multimedia","Lecture Notes in Computer Science","","","","10.1007/978-3-031-22061-6","Stefano BerrettiGuan-Ming Su","2022","http://link.springer.com/book/10.1007/978-3-031-22061-6","Book"
"Science and Technologies for Smart Cities","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-06371-8","Prof. Dr. Sara PaivaXuejun LiSérgio Ivan LopesNishu GuptaProf. Dr. Danda B. RawatDr. Asma PatelProf. Dr. Hamid Reza Karimi ","2022","http://link.springer.com/book/10.1007/978-3-031-06371-8","Book"
"HCI in Business, Government and Organizations","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05544-7","Fiona Fui-Hoon NahKeng Siau","2022","http://link.springer.com/book/10.1007/978-3-031-05544-7","Book"
"Service Oriented, Holonic and Multi-agent Manufacturing Systems for Industry of the Future","Studies in Computational Intelligence","","","","10.1007/978-3-030-99108-1","Prof. Theodor BorangiuProf. Damien TrentesauxProf. Paulo LeitãoProf. Olivier CardinProf. Laurent Joblot","2022","http://link.springer.com/book/10.1007/978-3-030-99108-1","Book"
"Advances in Data Science and Information Engineering","Transactions on Computational Science and Computational Intelligence","","","","10.1007/978-3-030-71704-9","Robert StahlbockGary M. WeissMahmoud Abou-NasrCheng-Ying YangDr. Hamid R. ArabniaLeonidas Deligiannidis","2021","http://link.springer.com/book/10.1007/978-3-030-71704-9","Book"
"Persuasive Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79460-6","Raian AliBirgit LugrinFred Charles","2021","http://link.springer.com/book/10.1007/978-3-030-79460-6","Book"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10542-5","Prof. Dr. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10542-5","Book"
"Business Process Management Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-37453-2","Dr. Chiara Di FrancescomarinoRemco DijkmanUwe Zdun","2019","http://link.springer.com/book/10.1007/978-3-030-37453-2","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-030-91452-3","Luca ArditoAndreas JedlitschkaDr. Maurizio MorisioProf. Marco Torchiano","2021","http://link.springer.com/book/10.1007/978-3-030-91452-3","Book"
"Hybrid Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96305-7","Dr. Ajith AbrahamDr. Patrick SiarryDr. Vincenzo PiuriDr. Niketa GandhiDr. Gabriella CasalinoDr. Oscar CastilloDr. Patrick Hung","2022","http://link.springer.com/book/10.1007/978-3-030-96305-7","Book"
"Recent Advancements in Civil Engineering","Lecture Notes in Civil Engineering","","","","10.1007/978-981-16-4396-5","Boeing LaishramAbhay Tawalare","2022","http://link.springer.com/book/10.1007/978-981-16-4396-5","Book"
"Proceedings of the International Field Exploration and Development Conference 2021","Springer Series in Geomechanics and Geoengineering","","","","10.1007/978-981-19-2149-0","Jia'en Lin","2022","http://link.springer.com/book/10.1007/978-981-19-2149-0","Book"
"Augmented Reality, Virtual Reality, and Computer Graphics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87595-4","Prof. Lucio Tommaso De PaolisPasquale ArpaiaPatrick Bourdot","2021","http://link.springer.com/book/10.1007/978-3-030-87595-4","Book"
"Wireless and Satellite Systems","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-93398-2","Qing GuoWeixiao MengProf. Min JiaXue Wang","2022","http://link.springer.com/book/10.1007/978-3-030-93398-2","Book"
"HCI International 2022 – Late Breaking Papers: HCI for Health, Well-being, Universal Access and Healthy Aging","Lecture Notes in Computer Science","","","","10.1007/978-3-031-17902-0","Vincent G. DuffyQin GaoJia ZhouMargherita AntonaConstantine Stephanidis","2022","http://link.springer.com/book/10.1007/978-3-031-17902-0","Book"
"HCI in Mobility, Transport, and Automotive Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-04987-3","Prof. Dr. Heidi Krömker","2022","http://link.springer.com/book/10.1007/978-3-031-04987-3","Book"
"2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-7469-3","Prof. Mohammed AtiquzzamanProf. Dr. Dr. Neil YenProf. Zheng Xu","2022","http://link.springer.com/book/10.1007/978-981-16-7469-3","Book"
"International Conference on Cognitive based Information Processing and Applications (CIPA 2021)","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-5857-0","Bernard J. JansenHaibo LiangDr. Jun Ye","2022","http://link.springer.com/book/10.1007/978-981-16-5857-0","Book"
"Advances in the Human Side of Service Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80840-2","Dr. Christine LeitnerWalter GanzDebra SatterfieldClara Bassano","2021","http://link.springer.com/book/10.1007/978-3-030-80840-2","Book"
"Intelligent Tutoring Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-80421-3","Prof. Alexandra I. CristeaDr. Christos Troussas","2021","http://link.springer.com/book/10.1007/978-3-030-80421-3","Book"
"Digital Transformation for a Sustainable Society in the 21st Century","Lecture Notes in Computer Science","","","","10.1007/978-3-030-29374-1","Dr. Ilias O. PappasProf. Dr. Patrick MikalefProf. Yogesh K. DwivediLetizia JaccheriProf. John KrogstieMatti Mäntymäki","2019","http://link.springer.com/book/10.1007/978-3-030-29374-1","Book"
"Advances in Artificial Intelligence – IBERAMIA 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-22419-5","Ana Cristina Bicharra GarciaMariza FerroJulio Cesar Rodríguez Ribón","2022","http://link.springer.com/book/10.1007/978-3-031-22419-5","Book"
"Digital Interaction and Machine Intelligence","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-11432-8","Cezary BieleProf. Janusz KacprzykWiesław KopećJan W. OwsińskiAndrzej RomanowskiProf. Marcin Sikorski","2022","http://link.springer.com/book/10.1007/978-3-031-11432-8","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85613-7","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85613-7","Book"
"Business Modeling and Software Design","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79976-2","Dr. Boris Shishkov","2021","http://link.springer.com/book/10.1007/978-3-030-79976-2","Book"
"Intelligent Data Engineering and Analytics","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-6624-7","Dr. Suresh Chandra SatapathyDr. Peter PeerDr. Jinshan TangDr. Vikrant BhatejaDr. Anumoy Ghosh","2022","http://link.springer.com/book/10.1007/978-981-16-6624-7","Book"
"Emerging Research in Computing, Information, Communication and Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-1342-5","Prof. N. R. ShettyProf. L. M. PatnaikProf. H. C. NagarajDr. Prasad N. HamsavathDr. N. Nalini","2022","http://link.springer.com/book/10.1007/978-981-16-1342-5","Book"
"Social Computing and Social Media: Experience Design and Social Network Analysis","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77626-8","Dr. Gabriele Meiselwitz","2021","http://link.springer.com/book/10.1007/978-3-030-77626-8","Book"
"Ubiquitous Intelligent Systems","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-2541-2","P. KaruppusamyDr. Fausto Pedro García MárquezDr. Tu N. Nguyen","2022","http://link.springer.com/book/10.1007/978-981-19-2541-2","Book"
"Proceedings of Sixth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-2377-6","Prof. Dr. Xin-She YangProf. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-2377-6","Book"
"Information and Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-031-16302-9","Audrius LopataDaina GudonienėRita Butkienė","2022","http://link.springer.com/book/10.1007/978-3-031-16302-9","Book"
"HCI International 2020 - Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-50726-8","Prof. Constantine StephanidisDr. Margherita Antona","2020","http://link.springer.com/book/10.1007/978-3-030-50726-8","Book"
"Cross-Cultural Design. Applications in Learning, Arts, Cultural Heritage, Creative Industries, and Virtual Reality","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06047-2","Prof. Pei-Luen Patrick Rau","2022","http://link.springer.com/book/10.1007/978-3-031-06047-2","Book"
"Enterprise, Business-Process and Information Systems Modeling","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79186-5","Adriano AugustoAsif GillSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer SchmidtJelena Zdravkovic","2021","http://link.springer.com/book/10.1007/978-3-030-79186-5","Book"
"Serious Games","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88272-3","Bobbie FletcherMinhua MaStefan GöbelJannicke Baalsrud HaugeTim Marsh","2021","http://link.springer.com/book/10.1007/978-3-030-88272-3","Book"
"HCI International 2021 - Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-90179-0","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-90179-0","Book"
"Information and Communication Technologies in Tourism 2019","","","","","10.1007/978-3-030-05940-8","Dr. Juho PesonenDr. Julia Neidhardt","2019","http://link.springer.com/book/10.1007/978-3-030-05940-8","Book"
"Advances in Ergonomics in Design","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-79760-7","Dr. Francisco Rebelo","2021","http://link.springer.com/book/10.1007/978-3-030-79760-7","Book"
"Design, User Experience, and Usability:  UX Research and Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-78221-4","Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus","2021","http://link.springer.com/book/10.1007/978-3-030-78221-4","Book"
"Social Computing and Social Media: Applications in Marketing, Learning, and Health","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77685-5","Dr. Gabriele Meiselwitz","2021","http://link.springer.com/book/10.1007/978-3-030-77685-5","Book"
"Advanced Information Systems Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49435-3","Prof. Dr. Schahram DustdarDr. Eric YuCamille SalinesiDominique RieuVik Pant","2020","http://link.springer.com/book/10.1007/978-3-030-49435-3","Book"
"Trends and Advances in Information Systems and Technologies","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-77703-0","Álvaro RochaHojjat AdeliLuís Paulo ReisSandra Costanzo","2018","http://link.springer.com/book/10.1007/978-3-319-77703-0","Book"
"Enterprise, Business-Process and Information Systems Modeling","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-07475-2","Adriano AugustoProf. Asif GillDr. Dominik BorkSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer Schmidt","2022","http://link.springer.com/book/10.1007/978-3-031-07475-2","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-030-85521-5","Murat YilmazPaul ClarkeDr. Richard MessnarzProf. Michael Reiner","2021","http://link.springer.com/book/10.1007/978-3-030-85521-5","Book"
"HCI International 2022 – Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-031-19679-9","Constantine StephanidisMargherita AntonaStavroula NtoaGavriel Salvendy","2022","http://link.springer.com/book/10.1007/978-3-031-19679-9","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-4258-6","Prof. Jason C. HungDr. Jia-Wei ChangDr. Yan PeiProf. Wei-Chen Wu","2022","http://link.springer.com/book/10.1007/978-981-16-4258-6","Book"
"Proceedings of the 12th International Conference on Computer Engineering and Networks","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-6901-0","Qi LiuXiaodong LiuJieren ChengTao ShenYuan Tian","2022","http://link.springer.com/book/10.1007/978-981-19-6901-0","Book"
"Digitizing Production Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-90421-0","Prof. Dr. Numan M. DurakbasaProf. Dr. M. Güneş Gençyılmaz","2022","http://link.springer.com/book/10.1007/978-3-030-90421-0","Book"
